Year,OSHPD ID,Count
2010,190200,45753
2010,190232,39178
2010,190240,38077
2010,190243,46112
2010,190256,27331
2010,190280,18643
2010,190298,21181
2010,190305,28243
2010,190307,30387
2010,190315,66839
2010,190317,12203
2010,190323,118263
2010,190328,14208
2010,190352,17690
2010,190380,20186
2010,190382,101561
2010,190385,81612
2010,190392,88288
2010,190400,134956
2010,190410,22882
2010,190413,42467
2010,190422,115535
2010,190429,135976
2010,190431,57886
2010,190432,47248
2010,190434,48828
2010,190449,58772
2010,190455,24435
2010,190462,16613
2010,190468,50157
2010,190470,101320
2010,190475,19459
2010,190500,16715
2010,190517,67009
2010,190521,48784
2010,190522,60704
2010,190524,34618
2010,190525,108887
2010,190529,89301
2010,190534,32270
2010,190541,8509
2010,190547,20917
2010,190552,50005
2010,190555,305164
2010,190568,94563
2010,190570,16102
2010,190587,43630
2010,190630,117358
2010,190631,85049
2010,190636,76477
2010,190661,19990
2010,190673,13449
2010,190680,75757
2010,190681,930
2010,190687,78498
2010,190696,51315
2010,190708,17663
2010,190712,4981
2010,190754,114415
2010,190756,58477
2010,190758,95212
2010,190762,54995
2010,190766,14359
2010,190782,16482
2010,190784,20325
2010,190796,162372
2010,190812,84740
2010,190814,17654
2010,190818,33682
2010,190854,31668
2010,190857,7643
2010,190859,41195
2010,190878,103782
2010,190883,38788
2010,190930,23934
2010,190949,59468
2010,191216,1939
2010,191225,15003
2010,191227,120011
2010,191228,211753
2010,191231,69510
2010,191306,67974
2010,191450,53532
2010,194010,8733
2010,194219,72506
2010,194967,4253
2010,194981,5703
2010,196035,52157
2010,196168,99194
2010,196403,84797
2010,196404,65678
2010,201281,27251
2010,204019,78159
2010,210992,22603
2010,210993,18052
2010,211006,46506
2010,214034,6173
2010,220733,9669
2010,230949,5524
2010,231013,6407
2010,231396,12983
2010,240924,6208
2010,240942,54416
2010,244027,2668
2010,250955,7300
2010,250956,11127
2010,260011,1768
2010,270744,54082
2010,270777,25023
2010,270875,48158
2010,274043,37786
2010,281047,41645
2010,281078,24288
2010,291023,23559
2010,291053,6714
2010,300032,59779
2010,300225,48492
2010,301097,5510
2010,301098,58362
2010,301127,22557
2010,301132,92551
2010,301140,22698
2010,301155,36728
2010,301175,94680
2010,301188,48897
2010,301205,134566
2010,301209,14892
2010,301234,17542
2010,301248,46427
2010,301258,36571
2010,301262,82186
2010,301279,104210
2010,301283,27918
2010,301297,13363
2010,301304,11066
2010,301317,75571
2010,301337,18651
2010,301340,88882
2010,301342,89745
2010,301357,14601
2010,301379,34499
2010,301380,37116
2010,301566,44036
2010,304079,14800
2010,304113,8750
2010,304159,12428
2010,304426,2457
2010,304460,763
2010,310791,14789
2010,311000,77684
2010,314029,4281
2010,320859,12369
2010,320986,1596
2010,321016,1216
2010,330120,21873
2010,331152,47828
2010,331164,87119
2010,331168,79233
2010,331194,61994
2010,331216,33938
2010,331226,6108
2010,331288,5642
2010,331293,40301
2010,331312,104423
2010,331326,15017
2010,332172,12326
2010,334018,17224
2010,334025,60312
2010,334048,21975
2010,334068,70415
2010,334457,3945
2010,334487,121872
2010,340913,144548
2010,340947,94286
2010,340950,97807
2010,340951,81121
2010,341006,166705
2010,341051,85272
2010,341052,90625
2010,342344,46303
2010,342392,25310
2010,344011,17345
2010,344017,17483
2010,344021,22577
2010,344029,18417
2010,344035,11518
2010,344114,8405
2010,344170,2927
2010,350784,12704
2010,361105,7353
2010,361110,929
2010,361144,16558
2010,361166,17603
2010,361223,111767
2010,361246,205039
2010,361266,1615
2010,361274,28999
2010,361308,55085
2010,361318,63503
2010,361323,61535
2010,361339,78316
2010,361343,63176
2010,361370,24314
2010,361458,1531
2010,362041,41791
2010,364014,27388
2010,364050,29007
2010,364121,14195
2010,364144,26000
2010,364188,19571
2010,364231,111604
2010,370652,41714
2010,370673,77792
2010,370689,51079
2010,370694,167964
2010,370705,22213
2010,370714,127110
2010,370721,16680
2010,370730,114516
2010,370744,151252
2010,370745,39845
2010,370749,21715
2010,370755,114413
2010,370759,48931
2010,370771,79783
2010,370780,73549
2010,370782,142467
2010,370787,30445
2010,370875,102701
2010,370977,58926
2010,371256,41816
2010,371394,44747
2010,374024,24488
2010,374049,3118
2010,374055,73343
2010,374084,7906
2010,374094,24477
2010,380842,172209
2010,380857,65119
2010,380865,364098
2010,380868,5733
2010,380929,171522
2010,380939,142970
2010,380960,38540
2010,380964,41356
2010,380965,41662
2010,381154,187095
2010,382715,11104
2010,390846,50001
2010,390923,52471
2010,391010,41878
2010,391042,88091
2010,391056,17320
2010,392232,9384
2010,392287,16243
2010,394003,10901
2010,394009,48510
2010,400466,11857
2010,400480,17263
2010,400524,30735
2010,400548,26205
2010,404046,3643
2010,410782,112957
2010,410804,35598
2010,410806,24316
2010,410817,65504
2010,410828,49064
2010,410852,75267
2010,410891,34760
2010,414018,517
2010,420483,7879
2010,420491,13659
2010,420493,59512
2010,420514,89466
2010,420522,1010
2010,424002,5108
2010,430705,55659
2010,430763,95693
2010,430779,90079
2010,430837,62928
2010,430883,136563
2010,430905,136654
2010,431506,52148
2010,434040,89877
2010,434051,5162
2010,434138,13893
2010,434153,96358
2010,434218,613
2010,440755,63822
2010,444012,6499
2010,444013,23001
2010,450936,2542
2010,450940,31073
2010,450949,59101
2010,454012,28797
2010,454013,560
2010,470871,19779
2010,474007,5496
2010,480989,68634
2010,481015,20266
2010,481094,21377
2010,481357,24637
2010,484001,11913
2010,484028,4010
2010,484044,14477
2010,490919,27739
2010,490964,3988
2010,491001,10237
2010,491064,60000
2010,491076,13658
2010,491338,4573
2010,494019,33071
2010,500852,110796
2010,500867,100021
2010,500939,103738
2010,500954,318
2010,500967,35186
2010,504038,2267
2010,514001,3397
2010,514030,1662
2010,514033,4909
2010,521041,10106
2010,531059,2990
2010,540734,139475
2010,540798,40162
2010,540816,23125
2010,551061,6014
2010,554011,37898
2010,560203,22356
2010,560473,52320
2010,560481,54265
2010,560492,83104
2010,560501,19587
2010,560508,28458
2010,560525,32461
2010,560529,62828
2010,560838,4153
2010,564121,2443
2010,571086,18332
2010,574010,11881
2010,580996,53686
2011,10735,21109
2011,10739,96451
2011,10776,51561
2011,10782,9017
2011,10805,42552
2011,10844,31266
2011,10846,123841
2011,10856,84356
2011,10858,59275
2011,10887,16638
2011,10937,72314
2011,10967,44279
2011,10987,69248
2011,13619,15405
2011,13687,6682
2011,14034,25100
2011,14050,44320
2011,14207,7698
2011,14226,3010
2011,34002,8149
2011,40802,3838
2011,40875,23082
2011,40937,37270
2011,40962,70203
2011,44006,4555
2011,50932,4966
2011,60870,4283
2011,70904,27894
2011,70924,44348
2011,70934,32844
2011,70988,93993
2011,70990,67530
2011,71018,47582
2011,74017,20516
2011,74039,17984
2011,74097,30428
2011,84001,8207
2011,90793,9645
2011,90933,25086
2011,94002,2787
2011,100005,37294
2011,100697,27922
2011,100717,239383
2011,100797,6009
2011,100899,109748
2011,104023,17887
2011,104047,3717
2011,104062,30235
2011,104089,4985
2011,105029,10285
2011,110889,1317
2011,121002,8296
2011,121031,1656
2011,121051,5789
2011,121080,30282
2011,124004,4147
2011,130699,24923
2011,130760,24140
2011,141273,3008
2011,141338,10427
2011,150706,43635
2011,150722,76630
2011,150736,56745
2011,150737,29513
2011,150761,60017
2011,150775,17763
2011,150782,10345
2011,150788,81530
2011,154022,19037
2011,154101,16194
2011,154147,3192
2011,154160,2735
2011,160787,7278
2011,164029,50604
2011,171049,7426
2011,171395,7572
2011,184008,4617
2011,190017,35571
2011,190020,30368
2011,190045,150
2011,190049,23409
2011,190052,25176
2011,190053,62505
2011,190066,27283
2011,190081,36983
2011,190110,61395
2011,190125,78044
2011,190137,21509
2011,190148,73543
2011,190150,22364
2011,190159,15252
2011,190163,32588
2011,190170,88530
2011,190176,55105
2011,190184,49489
2011,190196,28110
2011,190197,11501
2011,190198,34539
2011,190200,49704
2011,190232,41128
2011,190240,37303
2011,190243,44600
2011,190256,31202
2011,190280,10568
2011,190298,21378
2011,190305,27190
2011,190307,31109
2011,190315,65930
2011,190317,12489
2011,190323,121150
2011,190328,13047
2011,190352,14962
2011,190380,21386
2011,190382,86427
2011,190385,88413
2011,190392,78939
2011,190400,136679
2011,190410,26011
2011,190413,44198
2011,190422,109301
2011,190429,142208
2011,190431,58917
2011,190432,46704
2011,190434,48208
2011,190449,59710
2011,190462,18686
2011,190468,50184
2011,190470,96347
2011,190475,19436
2011,190500,16355
2011,190517,67488
2011,190521,57019
2011,190522,58361
2011,190524,34465
2011,190525,102095
2011,190529,84458
2011,190534,32041
2011,190541,11743
2011,190547,20360
2011,190552,27739
2011,190555,293396
2011,190568,89743
2011,190570,15783
2011,190630,113061
2011,190631,83754
2011,190636,82188
2011,190680,63746
2011,190687,77545
2011,190696,58776
2011,190708,19780
2011,190712,2906
2011,190754,114689
2011,190756,53889
2011,190758,92439
2011,190762,52130
2011,190766,13610
2011,190782,15313
2011,190784,14732
2011,190796,166509
2011,190812,83029
2011,190814,18117
2011,190818,31607
2011,190854,39440
2011,190857,3522
2011,190859,44006
2011,190878,101440
2011,190883,38249
2011,190930,24443
2011,190949,55351
2011,191216,2
2011,191225,15372
2011,191227,126587
2011,191228,211560
2011,191231,68386
2011,191306,61060
2011,191450,51013
2011,194010,8071
2011,194219,78265
2011,194967,4693
2011,194981,5825
2011,196035,51771
2011,196168,94254
2011,196403,87176
2011,196404,66541
2011,196405,33156
2011,201281,25816
2011,204019,84090
2011,210992,21334
2011,210993,19943
2011,214034,5600
2011,220733,11855
2011,230949,5410
2011,231013,6561
2011,231396,13485
2011,240924,5970
2011,240942,52919
2011,244027,2462
2011,250955,7844
2011,250956,21570
2011,260011,1811
2011,270744,54579
2011,270777,11184
2011,270875,46564
2011,274043,39338
2011,281047,38751
2011,281078,26809
2011,291023,22979
2011,291053,8736
2011,300032,60131
2011,300225,48014
2011,301097,9755
2011,301098,59816
2011,301127,25067
2011,301132,89781
2011,301140,18373
2011,301155,36110
2011,301175,92711
2011,301188,43940
2011,301205,124921
2011,301209,17662
2011,301234,17212
2011,301248,46790
2011,301258,29824
2011,301262,79619
2011,301279,106349
2011,301283,27856
2011,301297,12147
2011,301304,11065
2011,301317,71501
2011,301337,20173
2011,301340,87306
2011,301342,82922
2011,301357,17454
2011,301379,32998
2011,304079,14866
2011,304113,8705
2011,304159,24881
2011,304460,8671
2011,310791,14189
2011,311000,88766
2011,314024,87867
2011,314029,4493
2011,320859,3655
2011,320986,1386
2011,321016,5075
2011,330120,30619
2011,331152,47760
2011,331164,82868
2011,331168,78852
2011,331194,56356
2011,331216,32963
2011,331226,5331
2011,331288,4712
2011,331293,40133
2011,331312,107563
2011,331326,15837
2011,332172,12147
2011,334018,14359
2011,334025,59160
2011,334048,14924
2011,334068,68567
2011,334457,4608
2011,334487,123237
2011,334589,2420
2011,340913,50043
2011,340947,94164
2011,340950,100716
2011,340951,82092
2011,341006,171415
2011,341051,79204
2011,341052,91497
2011,342344,46110
2011,342392,33317
2011,344011,17496
2011,344017,16840
2011,344021,34463
2011,344029,20994
2011,344035,13127
2011,344114,5990
2011,344170,4156
2011,350784,13419
2011,361105,7046
2011,361110,864
2011,361144,17632
2011,361166,16762
2011,361223,111694
2011,361246,219262
2011,361266,1000
2011,361274,26721
2011,361308,56104
2011,361318,62363
2011,361323,61606
2011,361339,74164
2011,361343,66104
2011,361370,22209
2011,361458,909
2011,362041,43824
2011,364014,26448
2011,364050,29510
2011,364121,14121
2011,364144,24452
2011,364188,18581
2011,364231,116220
2011,370652,32939
2011,370673,90971
2011,370689,51913
2011,370694,165351
2011,370705,20831
2011,370714,125266
2011,370721,17723
2011,370730,113792
2011,370744,156048
2011,370745,39382
2011,370749,22422
2011,370755,109180
2011,370759,54405
2011,370771,81306
2011,370780,75063
2011,370782,148089
2011,370787,30138
2011,370875,110410
2011,370977,62687
2011,371256,40572
2011,371394,45024
2011,374024,25203
2011,374049,3327
2011,374055,48406
2011,374084,7746
2011,374094,28581
2011,380842,153565
2011,380857,65472
2011,380865,344370
2011,380868,5485
2011,380929,167023
2011,380939,145937
2011,380960,37148
2011,380964,37802
2011,380965,37476
2011,381154,183658
2011,382715,10770
2011,390846,41453
2011,390923,46723
2011,391010,45061
2011,391042,83991
2011,391056,16132
2011,392232,8974
2011,392287,17193
2011,394003,7475
2011,394009,41146
2011,400466,11630
2011,400480,17297
2011,400524,28594
2011,400548,24904
2011,404046,3147
2011,410782,90947
2011,410804,33355
2011,410806,22809
2011,410817,59715
2011,410828,34302
2011,410852,73399
2011,410891,32002
2011,414018,442
2011,420483,5620
2011,420491,15577
2011,420493,63598
2011,420514,91410
2011,420522,1013
2011,424002,5004
2011,430705,56653
2011,430763,94605
2011,430779,89125
2011,430837,56995
2011,430883,127261
2011,430905,139299
2011,431506,49448
2011,434040,91480
2011,434051,9114
2011,434138,14274
2011,434153,98119
2011,434218,7434
2011,434220,3262
2011,440755,62877
2011,444012,6753
2011,444013,21315
2011,450936,2964
2011,450940,30724
2011,450949,58936
2011,454012,28399
2011,454013,541
2011,470871,3343
2011,474007,4971
2011,480989,60657
2011,481015,19790
2011,481094,20920
2011,481357,25830
2011,484001,10220
2011,484028,17
2011,484044,12914
2011,490919,25981
2011,490964,4642
2011,491001,10977
2011,491064,59483
2011,491076,13031
2011,491338,4316
2011,494019,33052
2011,500852,111379
2011,500867,82290
2011,500939,101005
2011,500967,25507
2011,504038,2018
2011,514001,3183
2011,514030,1563
2011,514033,4707
2011,521041,10186
2011,531059,3329
2011,540734,137293
2011,540798,50014
2011,540816,24034
2011,551061,52296
2011,554011,42513
2011,560473,54002
2011,560481,51127
2011,560492,81598
2011,560501,22813
2011,560508,21348
2011,560525,26027
2011,560529,61174
2011,560838,6010
2011,564121,2983
2011,571086,18218
2011,574010,11924
2011,580996,55786
2012,10735,40059
2012,10739,91078
2012,10776,52190
2012,10782,13866
2012,10805,39681
2012,10844,83586
2012,10846,123943
2012,10856,83185
2012,10858,56504
2012,10887,15821
2012,10937,66724
2012,10967,30973
2012,10987,63160
2012,13619,14466
2012,13687,6976
2012,14034,31650
2012,14050,46747
2012,14207,7182
2012,14226,3315
2012,34002,8651
2012,40802,3243
2012,40875,23541
2012,40937,41579
2012,40962,68778
2012,44006,4484
2012,50932,4566
2012,60870,4561
2012,70904,27446
2012,70924,45257
2012,70934,31839
2012,70988,93137
2012,70990,67559
2012,71018,43553
2012,74017,18689
2012,74039,19296
2012,74097,29359
2012,84001,7522
2012,90793,10521
2012,90933,22143
2012,94002,3035
2012,100005,38749
2012,100697,13731
2012,100717,248940
2012,100797,6311
2012,100899,106816
2012,104023,17552
2012,104047,3608
2012,104062,26735
2012,104089,4883
2012,105029,10398
2012,110889,1159
2012,121002,9103
2012,121031,694
2012,121051,6220
2012,121080,29120
2012,124004,3372
2012,130699,27883
2012,130760,20494
2012,141273,2701
2012,141338,10320
2012,150706,25055
2012,150722,72505
2012,150736,56288
2012,150737,30164
2012,150761,49607
2012,150775,16782
2012,150782,8471
2012,150788,78671
2012,150808,326
2012,154022,19590
2012,154101,16398
2012,154147,1557
2012,154160,3870
2012,160702,1391
2012,160787,7583
2012,164029,46363
2012,171049,6381
2012,171395,7555
2012,184008,4676
2012,190017,19868
2012,190020,31887
2012,190034,101709
2012,190045,106
2012,190049,24695
2012,190052,23858
2012,190053,55838
2012,190066,26913
2012,190081,41507
2012,190110,65932
2012,190125,77555
2012,190137,21578
2012,190148,70527
2012,190150,25452
2012,190159,13110
2012,190163,33202
2012,190170,97767
2012,190176,60849
2012,190184,54436
2012,190196,28078
2012,190197,10860
2012,190198,31362
2012,190200,54590
2012,190232,42227
2012,190240,35573
2012,190243,43238
2012,190256,30010
2012,190280,9826
2012,190298,19698
2012,190305,26652
2012,190307,31095
2012,190315,69184
2012,190317,13305
2012,190323,117217
2012,190328,12337
2012,190352,15945
2012,190380,17190
2012,190382,99585
2012,190385,101850
2012,190392,68603
2012,190400,125819
2012,190410,30319
2012,190413,42980
2012,190422,108492
2012,190429,142636
2012,190431,52627
2012,190432,46147
2012,190434,45915
2012,190449,59465
2012,190462,17798
2012,190468,47193
2012,190470,96000
2012,190475,17630
2012,190500,15664
2012,190517,68797
2012,190521,58947
2012,190522,53820
2012,190524,35857
2012,190525,101673
2012,190529,83216
2012,190534,25112
2012,190541,14089
2012,190547,20741
2012,190552,27130
2012,190555,274856
2012,190568,76672
2012,190570,14815
2012,190587,41017
2012,190630,114034
2012,190631,83508
2012,190636,75760
2012,190661,23280
2012,190673,13819
2012,190680,68514
2012,190681,584
2012,190687,81824
2012,190696,54708
2012,190708,19218
2012,190712,1279
2012,190754,109493
2012,190756,55110
2012,190758,88948
2012,190762,55236
2012,190766,15100
2012,190782,15978
2012,190784,12437
2012,190796,169200
2012,190812,82675
2012,190814,18986
2012,190818,28627
2012,190854,39073
2012,190857,17128
2012,190859,43707
2012,190878,104546
2012,190883,38383
2012,190930,24972
2012,190949,54812
2012,191216,3
2012,191225,12695
2012,191227,119493
2012,191228,206856
2012,191231,69760
2012,191306,61811
2012,191450,44449
2012,194010,7999
2012,194219,75362
2012,194967,4930
2012,194981,5461
2012,196035,47183
2012,196168,94224
2012,196403,82109
2012,196404,86372
2012,196405,34971
2012,201281,24156
2012,204019,80424
2012,210992,19044
2012,210993,18885
2012,211006,45575
2012,214034,5615
2012,220733,6717
2012,230949,5601
2012,231013,5828
2012,231396,13624
2012,240924,5223
2012,240942,47780
2012,244027,2338
2012,250955,8943
2012,250956,11844
2012,260011,1607
2012,270744,53240
2012,270777,13877
2012,270875,46071
2012,274043,39235
2012,281047,37747
2012,281078,24554
2012,291023,23277
2012,291053,5805
2012,300032,58218
2012,300225,50350
2012,301097,15589
2012,301098,58014
2012,301127,25814
2012,301132,94241
2012,301140,17678
2012,301155,34907
2012,301175,92721
2012,301188,43479
