Year,OSHPD ID,Admission_Type,Count
2010,196403,Unscheduled,17591
2010,196403,"Infant, under 24 hrs old",3408
2010,196403,Unknown,5
2010,196404,Scheduled,371
2010,196404,Unscheduled,2
2010,201281,Scheduled,1466
2010,201281,Unscheduled,3971
2010,201281,"Infant, under 24 hrs old",1785
2010,201281,Unknown,2
2010,204019,Scheduled,1342
2010,204019,Unscheduled,11231
2010,204019,"Infant, under 24 hrs old",892
2010,210992,Scheduled,1172
2010,210992,Unscheduled,4749
2010,210993,Scheduled,489
2010,211006,Scheduled,2248
2010,211006,Unscheduled,7421
2010,211006,"Infant, under 24 hrs old",1410
2010,211006,Unknown,6
2010,214034,Scheduled,391
2010,214034,Unscheduled,1295
2010,214034,Unknown,3
2010,220733,Scheduled,37
2010,220733,Unscheduled,238
2010,230949,Scheduled,493
2010,230949,Unscheduled,909
2010,231013,Scheduled,357
2010,231013,Unscheduled,969
2010,231013,"Infant, under 24 hrs old",162
2010,231396,Scheduled,762
2010,231396,Unscheduled,3124
2010,231396,"Infant, under 24 hrs old",821
2010,240924,Scheduled,158
2010,240924,Unscheduled,1429
2010,240924,"Infant, under 24 hrs old",726
2010,240942,Scheduled,3584
2010,240942,Unscheduled,8026
2010,240942,"Infant, under 24 hrs old",2681
2010,244027,Scheduled,1
2010,244027,Unscheduled,572
2010,250955,Scheduled,21
2010,250955,Unscheduled,14
2010,250956,Scheduled,72
2010,250956,Unscheduled,190
2010,250956,"Infant, under 24 hrs old",1
2010,250956,Unknown,17
2010,260011,Scheduled,160
2010,260011,Unscheduled,437
2010,260011,"Infant, under 24 hrs old",109
2010,270744,Scheduled,3068
2010,270744,Unscheduled,8232
2010,270744,"Infant, under 24 hrs old",1232
2010,270744,Unknown,1
2010,270777,Scheduled,123
2010,270777,Unscheduled,1654
2010,270777,"Infant, under 24 hrs old",567
2010,270875,Scheduled,2141
2010,270875,Unscheduled,8544
2010,270875,"Infant, under 24 hrs old",1828
2010,274043,Scheduled,635
2010,274043,Unscheduled,6816
2010,274043,"Infant, under 24 hrs old",2549
2010,274043,Unknown,1
2010,281047,Scheduled,937
2010,281047,Unscheduled,7008
2010,281047,"Infant, under 24 hrs old",901
2010,281047,Unknown,26
2010,281078,Scheduled,1319
2010,281078,Unscheduled,4289
2010,281078,"Infant, under 24 hrs old",252
2010,291023,Scheduled,1049
2010,291023,Unscheduled,4632
2010,291023,"Infant, under 24 hrs old",459
2010,291053,Scheduled,735
2010,291053,Unscheduled,1125
2010,291053,"Infant, under 24 hrs old",393
2010,291053,Unknown,1
2010,300032,Scheduled,1505
2010,300032,Unscheduled,9823
2010,300032,"Infant, under 24 hrs old",384
2010,300032,Unknown,1
2010,300225,Scheduled,3122
2010,300225,Unscheduled,9114
2010,300225,"Infant, under 24 hrs old",1565
2010,300225,Unknown,3
2010,301097,Scheduled,17
2010,301097,Unscheduled,368
2010,301097,Unknown,1
2010,301098,Scheduled,1690
2010,301098,Unscheduled,11109
2010,301098,"Infant, under 24 hrs old",1710
2010,301098,Unknown,2
2010,301127,Scheduled,741
2010,301132,Scheduled,5082
2010,301132,Unscheduled,17891
2010,301132,"Infant, under 24 hrs old",4446
2010,301140,Scheduled,700
2010,301140,Unscheduled,1413
2010,301155,Scheduled,208
2010,301155,Unscheduled,3521
2010,301175,Scheduled,1799
2010,301175,Unscheduled,15331
2010,301175,"Infant, under 24 hrs old",3097
2010,301188,Scheduled,3
2010,301188,Unscheduled,7611
2010,301188,"Infant, under 24 hrs old",2201
2010,301205,Scheduled,12923
2010,301205,Unscheduled,15487
2010,301205,"Infant, under 24 hrs old",5607
2010,301205,Unknown,47
2010,301209,Scheduled,20
2010,301209,Unscheduled,3683
2010,301234,Scheduled,118
2010,301234,Unscheduled,4026
2010,301234,"Infant, under 24 hrs old",261
2010,301248,Scheduled,781
2010,301248,Unscheduled,8634
2010,301248,"Infant, under 24 hrs old",1647
2010,301258,Scheduled,964
2010,301258,Unscheduled,3721
2010,301258,"Infant, under 24 hrs old",1675
2010,301262,Scheduled,3893
2010,301262,Unscheduled,14867
2010,301262,"Infant, under 24 hrs old",3206
2010,301262,Unknown,11
2010,301279,Scheduled,2914
2010,301279,Unscheduled,12734
2010,301279,"Infant, under 24 hrs old",1182
2010,301283,Scheduled,747
2010,301283,Unscheduled,5938
2010,301283,"Infant, under 24 hrs old",2178
2010,301297,Scheduled,468
2010,301297,Unscheduled,3808
2010,301304,Scheduled,798
2010,301317,Scheduled,5292
2010,301317,Unscheduled,12073
2010,301317,"Infant, under 24 hrs old",2668
2010,301317,Unknown,1
2010,301337,Scheduled,684
2010,301337,Unscheduled,3460
2010,301337,Unknown,12
2010,301340,Scheduled,10164
2010,301340,Unscheduled,10034
2010,301340,"Infant, under 24 hrs old",5050
2010,301342,Scheduled,3098
2010,301342,Unscheduled,14010
2010,301342,"Infant, under 24 hrs old",2141
2010,301357,Scheduled,365
2010,301357,Unscheduled,1
2010,301357,Unknown,2
2010,301379,Scheduled,131
2010,301379,Unscheduled,6403
2010,301380,Scheduled,985
2010,301566,Scheduled,1279
2010,301566,Unscheduled,7579
2010,301566,"Infant, under 24 hrs old",2525
2010,304079,Scheduled,1271
2010,304113,Scheduled,87
2010,304113,Unscheduled,1560
2010,304113,"Infant, under 24 hrs old",248
2010,304113,Unknown,5
2010,304159,Scheduled,74
2010,304426,Scheduled,87
2010,304460,Scheduled,323
2010,304460,Unscheduled,13
2010,310791,Scheduled,1150
2010,310791,Unscheduled,2963
2010,310791,"Infant, under 24 hrs old",380
2010,311000,Scheduled,3982
2010,311000,Unscheduled,12278
2010,311000,"Infant, under 24 hrs old",2925
2010,311000,Unknown,1
2010,314029,Unscheduled,772
2010,320859,Scheduled,89
2010,320859,Unscheduled,445
2010,320986,Scheduled,123
2010,320986,Unscheduled,349
2010,320986,"Infant, under 24 hrs old",84
2010,321016,Scheduled,26
2010,321016,Unscheduled,228
2010,330120,Scheduled,935
2010,330120,Unscheduled,37
2010,331152,Scheduled,1546
2010,331152,Unscheduled,7699
2010,331152,"Infant, under 24 hrs old",1594
2010,331152,Unknown,120
2010,331164,Scheduled,1919
2010,331164,Unscheduled,15205
2010,331164,"Infant, under 24 hrs old",3438
2010,331168,Scheduled,4214
2010,331168,Unscheduled,14491
2010,331194,Scheduled,1550
2010,331194,Unscheduled,9824
2010,331194,"Infant, under 24 hrs old",926
2010,331194,Unknown,3
2010,331216,Scheduled,1169
2010,331216,Unscheduled,7420
2010,331216,"Infant, under 24 hrs old",2617
2010,331226,Unscheduled,908
2010,331288,Scheduled,109
2010,331288,Unscheduled,1401
2010,331288,"Infant, under 24 hrs old",182
2010,331293,Scheduled,3694
2010,331293,Unscheduled,4949
2010,331293,"Infant, under 24 hrs old",2120
2010,331293,Unknown,2
2010,331312,Scheduled,4370
2010,331312,Unscheduled,15260
2010,331312,"Infant, under 24 hrs old",3511
2010,331312,Unknown,1
2010,331326,Scheduled,230
2010,331326,Unscheduled,3376
2010,331326,"Infant, under 24 hrs old",35
2010,332172,Scheduled,360
2010,332172,Unscheduled,2
2010,334018,Scheduled,194
2010,334018,Unscheduled,4130
2010,334018,Unknown,1
2010,334025,Scheduled,3026
2010,334025,Unscheduled,11690
2010,334025,"Infant, under 24 hrs old",3336
2010,334025,Unknown,3
2010,334048,Scheduled,664
2010,334048,Unscheduled,5083
2010,334048,"Infant, under 24 hrs old",1524
2010,334048,Unknown,2
2010,334068,Scheduled,2233
2010,334068,Unscheduled,16950
2010,334068,"Infant, under 24 hrs old",3754
2010,334068,Unknown,7
2010,334457,Unscheduled,785
2010,334487,Scheduled,1488
2010,334487,Unscheduled,19489
2010,334487,"Infant, under 24 hrs old",2613
2010,340913,Scheduled,7103
2010,340913,Unscheduled,25213
2010,340913,"Infant, under 24 hrs old",4912
2010,340913,Unknown,4
2010,340947,Scheduled,6226
2010,340947,Unscheduled,12506
2010,340947,"Infant, under 24 hrs old",3181
2010,340950,Scheduled,3346
2010,340950,Unscheduled,16824
2010,340950,"Infant, under 24 hrs old",2765
2010,340950,Unknown,1
2010,340951,Scheduled,2077
2010,340951,Unscheduled,7181
2010,340951,"Infant, under 24 hrs old",1204
2010,340951,Unknown,1
2010,341006,Scheduled,6535
2010,341006,Unscheduled,21026
2010,341006,"Infant, under 24 hrs old",2050
2010,341006,Unknown,8
2010,341051,Scheduled,4833
2010,341051,Unscheduled,7503
2010,341051,Unknown,1
2010,341052,Scheduled,4545
2010,341052,Unscheduled,11960
2010,341052,"Infant, under 24 hrs old",5195
2010,341052,Unknown,4
2010,342344,Scheduled,2199
2010,342344,Unscheduled,10470
2010,342344,"Infant, under 24 hrs old",2438
2010,342392,Scheduled,1
2010,342392,Unscheduled,3781
2010,344011,Unscheduled,1758
2010,344011,Unknown,32
2010,344017,Unscheduled,2198
2010,344021,Unscheduled,2669
2010,344029,Scheduled,856
2010,344029,Unscheduled,3836
2010,344029,"Infant, under 24 hrs old",812
2010,344035,Scheduled,325
2010,344114,Scheduled,968
2010,344114,Unscheduled,222
2010,344114,Unknown,59
2010,344170,Scheduled,3
2010,344170,Unscheduled,383
2010,350784,Scheduled,708
2010,350784,Unscheduled,2036
2010,350784,"Infant, under 24 hrs old",415
2010,361105,Scheduled,263
2010,361105,Unscheduled,2009
2010,361105,"Infant, under 24 hrs old",266
2010,361110,Scheduled,7
2010,361110,Unscheduled,405
2010,361110,"Infant, under 24 hrs old",1
2010,361144,Scheduled,32
2010,361144,Unscheduled,6471
2010,361144,Unknown,1
2010,361166,Scheduled,398
2010,361166,Unscheduled,4740
2010,361166,"Infant, under 24 hrs old",914
2010,361223,Scheduled,3338
2010,361223,Unscheduled,22725
2010,361223,"Infant, under 24 hrs old",4198
2010,361223,Unknown,3
2010,361246,Scheduled,10779
2010,361246,Unscheduled,19414
2010,361246,"Infant, under 24 hrs old",2756
2010,361266,Scheduled,45
2010,361266,Unscheduled,244
2010,361274,Scheduled,1120
2010,361308,Scheduled,5442
2010,361308,Unscheduled,6669
2010,361308,"Infant, under 24 hrs old",2513
2010,361308,Unknown,17
2010,361318,Scheduled,2995
2010,361318,Unscheduled,12109
2010,361318,"Infant, under 24 hrs old",2307
2010,361318,Unknown,1
2010,361323,Scheduled,664
2010,361323,Unscheduled,10810
2010,361323,"Infant, under 24 hrs old",2497
2010,361323,Unknown,1
2010,361339,Scheduled,7991
2010,361339,Unscheduled,9029
2010,361339,"Infant, under 24 hrs old",2228
2010,361339,Unknown,2
2010,361343,Scheduled,1997
2010,361343,Unscheduled,13652
2010,361343,"Infant, under 24 hrs old",2688
2010,361343,Unknown,40
2010,361370,Scheduled,1172
2010,361370,Unscheduled,5202
2010,361370,"Infant, under 24 hrs old",1430
2010,361370,Unknown,1
2010,361458,Scheduled,12
2010,361458,Unscheduled,480
2010,362041,Scheduled,737
2010,362041,Unscheduled,3208
2010,362041,"Infant, under 24 hrs old",421
2010,364014,Scheduled,12
2010,364014,Unscheduled,4279
2010,364050,Unscheduled,4429
2010,364121,Scheduled,1085
2010,364144,Scheduled,1024
2010,364144,Unscheduled,6062
2010,364144,"Infant, under 24 hrs old",474
2010,364188,Scheduled,824
2010,364231,Scheduled,1734
2010,364231,Unscheduled,22039
2010,364231,"Infant, under 24 hrs old",3351
2010,364231,Unknown,1
2010,370652,Scheduled,1386
2010,370652,Unscheduled,7932
2010,370652,Unknown,3
2010,370673,Scheduled,3445
2010,370673,Unscheduled,9956
2010,370673,"Infant, under 24 hrs old",322
2010,370673,Unknown,10
2010,370689,Scheduled,2139
2010,370689,Unscheduled,1140
2010,370689,Unknown,12
2010,370694,Scheduled,8423
2010,370694,Unscheduled,20440
2010,370694,"Infant, under 24 hrs old",8625
2010,370694,Unknown,6
2010,370705,Scheduled,1444
2010,370705,Unscheduled,1478
2010,370705,"Infant, under 24 hrs old",441
2010,370705,Unknown,2
2010,370714,Scheduled,5151
2010,370714,Unscheduled,23008
2010,370714,"Infant, under 24 hrs old",3621
2010,370714,Unknown,12
2010,370721,Scheduled,626
2010,370730,Scheduled,5296
2010,370730,Unscheduled,22475
2010,370730,"Infant, under 24 hrs old",4268
2010,370730,Unknown,3
2010,370744,Scheduled,4358
2010,370744,Unscheduled,27909
2010,370744,"Infant, under 24 hrs old",4113
2010,370744,Unknown,1
2010,370745,Scheduled,24
2010,370745,Unscheduled,5411
2010,370749,Scheduled,45
2010,370749,Unscheduled,2228
2010,370755,Scheduled,3815
2010,370755,Unscheduled,16811
2010,370755,"Infant, under 24 hrs old",3741
2010,370755,Unknown,2
2010,370759,Scheduled,144
2010,370759,Unscheduled,9580
2010,370759,"Infant, under 24 hrs old",1244
2010,370771,Scheduled,6978
2010,370771,Unscheduled,9918
2010,370771,"Infant, under 24 hrs old",4013
2010,370771,Unknown,1
2010,370780,Scheduled,3168
2010,370780,Unscheduled,13095
2010,370780,"Infant, under 24 hrs old",2900
2010,370780,Unknown,6
2010,370782,Scheduled,7483
2010,370782,Unscheduled,16622
2010,370782,"Infant, under 24 hrs old",2552
2010,370787,Scheduled,567
2010,370787,Unscheduled,1310
2010,370875,Scheduled,3042
2010,370875,Unscheduled,12102
2010,370875,"Infant, under 24 hrs old",3209
2010,370875,Unknown,24
2010,370977,Scheduled,2392
2010,370977,Unscheduled,4787
2010,370977,"Infant, under 24 hrs old",1091
2010,370977,Unknown,1
2010,371256,Scheduled,5989
2010,371256,Unscheduled,6017
2010,371394,Scheduled,2344
2010,371394,Unscheduled,7394
2010,371394,"Infant, under 24 hrs old",1912
2010,374024,Unscheduled,2914
2010,374049,Scheduled,213
2010,374055,Scheduled,88
2010,374055,Unscheduled,2023
2010,374055,"Infant, under 24 hrs old",1
2010,374055,Unknown,2
2010,374084,Scheduled,3
2010,374084,Unscheduled,870
2010,374094,Scheduled,828
2010,380842,Scheduled,658
2010,380857,Scheduled,3979
2010,380857,Unscheduled,9032
2010,380857,"Infant, under 24 hrs old",2703
2010,380865,Scheduled,926
2010,380865,Unscheduled,95
2010,380865,Unknown,24
2010,380868,Scheduled,26
2010,380868,Unscheduled,721
2010,380929,Scheduled,7897
2010,380929,Unscheduled,18842
2010,380929,"Infant, under 24 hrs old",5567
2010,380929,Unknown,2
2010,380939,Scheduled,2156
2010,380939,Unscheduled,13008
2010,380939,"Infant, under 24 hrs old",1196
2010,380960,Scheduled,1263
2010,380960,Unscheduled,5303
2010,380960,"Infant, under 24 hrs old",1
2010,380964,Scheduled,901
2010,380964,Unscheduled,3294
2010,380964,"Infant, under 24 hrs old",912
2010,380965,Scheduled,3330
2010,380965,Unscheduled,3536
2010,381154,Scheduled,10589
2010,381154,Unscheduled,17595
2010,381154,"Infant, under 24 hrs old",1898
2010,381154,Unknown,2
2010,382715,Scheduled,175
2010,382715,Unscheduled,1761
2010,390846,Scheduled,1585
2010,390846,Unscheduled,7833
2010,390846,"Infant, under 24 hrs old",1691
2010,390923,Scheduled,1084
2010,390923,Unscheduled,6823
2010,390923,"Infant, under 24 hrs old",1184
2010,391010,Scheduled,978
2010,391010,Unscheduled,7336
2010,391010,"Infant, under 24 hrs old",2416
2010,391010,Unknown,2
2010,391042,Scheduled,4143
2010,391042,Unscheduled,12909
2010,391042,"Infant, under 24 hrs old",2164
2010,391042,Unknown,1
2010,391056,Scheduled,367
2010,391056,Unscheduled,3602
2010,391056,"Infant, under 24 hrs old",685
2010,392232,Unscheduled,1488
2010,392287,Scheduled,308
2010,392287,Unscheduled,3199
2010,392287,"Infant, under 24 hrs old",773
2010,394003,Unscheduled,1402
2010,394009,Scheduled,2077
2010,394009,Unscheduled,7590
2010,394009,"Infant, under 24 hrs old",2232
2010,400466,Scheduled,692
2010,400466,Unscheduled,2172
2010,400466,Unknown,1
2010,400480,Scheduled,1456
2010,400480,Unscheduled,3104
2010,400480,"Infant, under 24 hrs old",749
2010,400480,Unknown,15
2010,400524,Scheduled,1029
2010,400524,Unscheduled,4777
2010,400524,"Infant, under 24 hrs old",1319
2010,400548,Scheduled,212
2010,400548,Unscheduled,5697
2010,400548,"Infant, under 24 hrs old",809
2010,404046,Unscheduled,1319
2010,410782,Scheduled,712
2010,410782,Unscheduled,3236
2010,410782,Unknown,41
2010,410804,Scheduled,1998
2010,410804,Unscheduled,5420
2010,410804,"Infant, under 24 hrs old",1318
2010,410806,Scheduled,1210
2010,410806,Unscheduled,4690
2010,410817,Scheduled,2262
2010,410817,Unscheduled,6073
2010,410817,"Infant, under 24 hrs old",692
2010,410828,Scheduled,62
2010,410828,Unscheduled,1
2010,410852,Scheduled,4687
2010,410852,Unscheduled,8966
2010,410852,"Infant, under 24 hrs old",1820
2010,410852,Unknown,4
2010,410891,Scheduled,1604
2010,410891,Unscheduled,5926
2010,410891,"Infant, under 24 hrs old",1619
2010,410891,Unknown,1
2010,414018,Scheduled,413
2010,420483,Scheduled,799
2010,420483,Unscheduled,837
2010,420491,Scheduled,718
2010,420491,Unscheduled,1866
2010,420491,"Infant, under 24 hrs old",346
2010,420493,Scheduled,2192
2010,420493,Unscheduled,8035
2010,420493,"Infant, under 24 hrs old",2696
2010,420493,Unknown,2
2010,420514,Scheduled,6726
2010,420514,Unscheduled,11679
2010,420514,"Infant, under 24 hrs old",2461
2010,420522,Scheduled,21
2010,420522,Unscheduled,296
2010,424002,Scheduled,17
2010,424002,Unscheduled,495
2010,424002,Unknown,1
2010,430705,Scheduled,499
2010,430705,Unscheduled,9412
2010,430705,"Infant, under 24 hrs old",434
2010,430763,Scheduled,7798
2010,430763,Unscheduled,11018
2010,430763,"Infant, under 24 hrs old",4773
2010,430779,Scheduled,7240
2010,430779,Unscheduled,8973
2010,430779,"Infant, under 24 hrs old",3349
2010,430837,Scheduled,3377
2010,430837,Unscheduled,9507
2010,430837,"Infant, under 24 hrs old",3319
2010,430837,Unknown,1
2010,430883,Scheduled,3576
2010,430883,Unscheduled,19085
2010,430883,"Infant, under 24 hrs old",4548
2010,430905,Scheduled,10110
2010,430905,Unscheduled,14232
2010,431506,Scheduled,2463
2010,431506,Unscheduled,9372
2010,431506,"Infant, under 24 hrs old",1889
2010,431506,Unknown,1
2010,434040,Scheduled,3572
2010,434040,Unscheduled,7925
2010,434040,"Infant, under 24 hrs old",4922
2010,434040,Unknown,3
2010,434051,Scheduled,19
2010,434138,Scheduled,448
2010,434138,Unscheduled,3066
2010,434138,"Infant, under 24 hrs old",682
2010,434153,Scheduled,6246
2010,434153,Unscheduled,15401
2010,434153,"Infant, under 24 hrs old",4010
2010,434218,Unscheduled,113
2010,440755,Scheduled,3154
2010,440755,Unscheduled,9270
2010,440755,"Infant, under 24 hrs old",944
2010,440755,Unknown,1
2010,444012,Scheduled,1517
2010,444012,Unscheduled,140
2010,444012,"Infant, under 24 hrs old",944
2010,444013,Scheduled,599
2010,444013,Unscheduled,4611
2010,444013,"Infant, under 24 hrs old",1487
2010,450936,Scheduled,46
2010,450936,Unscheduled,419
2010,450936,"Infant, under 24 hrs old",91
2010,450936,Unknown,8
2010,450940,Scheduled,1179
2010,450940,Unscheduled,6838
2010,450949,Scheduled,3970
2010,450949,Unscheduled,10319
2010,450949,"Infant, under 24 hrs old",2044
2010,450949,Unknown,3
2010,454012,Scheduled,1244
2010,454013,Scheduled,292
2010,454013,Unscheduled,8
2010,470871,Scheduled,448
2010,470871,Unscheduled,848
2010,470871,"Infant, under 24 hrs old",134
2010,474007,Scheduled,244
2010,474007,Unscheduled,1361
2010,474007,"Infant, under 24 hrs old",209
2010,480989,Scheduled,2658
2010,480989,Unscheduled,8849
2010,480989,"Infant, under 24 hrs old",2165
2010,480989,Unknown,5
2010,481015,Scheduled,2
2010,481015,Unscheduled,2126
2010,481094,Scheduled,798
2010,481094,Unscheduled,4319
2010,481094,"Infant, under 24 hrs old",774
2010,481357,Scheduled,300
2010,481357,Unscheduled,5141
2010,481357,"Infant, under 24 hrs old",1362
2010,481357,Unknown,26
2010,484001,Scheduled,141
2010,484001,Unscheduled,2531
2010,484001,Unknown,20
2010,484028,Unscheduled,559
2010,484044,Scheduled,180
2010,484044,Unscheduled,3342
2010,484044,Unknown,1
2010,490919,Scheduled,1550
2010,490919,Unscheduled,4183
2010,490919,"Infant, under 24 hrs old",1780
2010,490919,Unknown,1
2010,490964,Scheduled,135
2010,490964,Unscheduled,760
2010,491001,Scheduled,375
2010,491001,Unscheduled,2577
2010,491001,"Infant, under 24 hrs old",490
2010,491001,Unknown,2
2010,491064,Scheduled,2303
2010,491064,Unscheduled,9562
2010,491064,"Infant, under 24 hrs old",1053
2010,491064,Unknown,4
2010,491076,Scheduled,773
2010,491076,Unscheduled,1275
2010,491076,"Infant, under 24 hrs old",173
2010,491338,Scheduled,260
2010,491338,Unscheduled,957
2010,494019,Scheduled,1752
2010,494019,Unscheduled,7030
2010,494019,"Infant, under 24 hrs old",1862
2010,500852,Scheduled,1970
2010,500852,Unscheduled,17944
2010,500852,"Infant, under 24 hrs old",3968
2010,500852,Unknown,7
2010,500867,Scheduled,1728
2010,500867,Unscheduled,9102
2010,500867,"Infant, under 24 hrs old",1362
2010,500867,Unknown,3
2010,500939,Scheduled,3701
2010,500939,Unscheduled,17155
2010,500939,"Infant, under 24 hrs old",2169
2010,500954,Scheduled,1
2010,500967,Scheduled,593
2010,500967,Unscheduled,1028
2010,500967,"Infant, under 24 hrs old",260
2010,504038,Scheduled,913
2010,504038,Unscheduled,47
2010,514001,Scheduled,1
2010,514001,Unscheduled,353
2010,514030,Scheduled,679
2010,514033,Unscheduled,525
2010,521041,Scheduled,529
2010,521041,Unscheduled,2760
2010,521041,"Infant, under 24 hrs old",722
2010,531059,Scheduled,48
2010,531059,Unscheduled,443
2010,540734,Scheduled,4871
2010,540734,Unscheduled,18684
2010,540734,"Infant, under 24 hrs old",4290
2010,540734,Unknown,24
2010,540798,Scheduled,2549
2010,540798,Unscheduled,5152
2010,540798,"Infant, under 24 hrs old",1884
2010,540798,Unknown,1
2010,540816,Scheduled,2273
2010,540816,Unscheduled,3322
2010,540816,"Infant, under 24 hrs old",1213
2010,551061,Scheduled,3
2010,551061,Unscheduled,8
2010,554011,Scheduled,1166
2010,554011,Unscheduled,3785
2010,554011,"Infant, under 24 hrs old",558
2010,560203,Scheduled,1329
2010,560203,Unscheduled,1947
2010,560473,Scheduled,4068
2010,560473,Unscheduled,8826
2010,560473,"Infant, under 24 hrs old",2581
2010,560473,Unknown,2
2010,560481,Scheduled,115
2010,560481,Unscheduled,12998
2010,560481,"Infant, under 24 hrs old",2836
2010,560492,Scheduled,4074
2010,560492,Unscheduled,9762
2010,560492,"Infant, under 24 hrs old",1887
2010,560492,Unknown,2
2010,560501,Scheduled,203
2010,560501,Unscheduled,903
2010,560508,Scheduled,598
2010,560508,Unscheduled,2872
2010,560508,"Infant, under 24 hrs old",229
2010,560525,Scheduled,1044
2010,560525,Unscheduled,5019
2010,560525,"Infant, under 24 hrs old",702
2010,560525,Unknown,3
2010,560529,Scheduled,2457
2010,560529,Unscheduled,9541
2010,560529,"Infant, under 24 hrs old",2182
2010,560838,Scheduled,170
2010,564121,Scheduled,1208
2010,564121,Unscheduled,15
2010,571086,Scheduled,665
2010,571086,Unscheduled,3691
2010,571086,"Infant, under 24 hrs old",697
2010,574010,Scheduled,561
2010,574010,Unscheduled,2814
2010,574010,"Infant, under 24 hrs old",1354
2010,580996,Scheduled,1238
2010,580996,Unscheduled,10694
2010,580996,"Infant, under 24 hrs old",2155
2010,580996,Unknown,2
2011,10735,Scheduled,313
2011,10735,Unscheduled,2463
2011,10735,Unknown,1
2011,10739,Scheduled,1591
2011,10739,Unscheduled,15094
2011,10739,"Infant, under 24 hrs old",7191
2011,10776,Scheduled,2271
2011,10776,Unscheduled,7854
2011,10776,"Infant, under 24 hrs old",125
2011,10776,Unknown,5
2011,10782,Scheduled,131
2011,10805,Scheduled,1466
2011,10805,Unscheduled,7897
2011,10805,"Infant, under 24 hrs old",1142
2011,10844,Scheduled,744
2011,10844,Unscheduled,2709
2011,10844,Unknown,1
2011,10846,Scheduled,1705
2011,10846,Unscheduled,12323
2011,10846,"Infant, under 24 hrs old",1111
2011,10856,Scheduled,5373
2011,10856,Unscheduled,13205
2011,10856,"Infant, under 24 hrs old",2199
2011,10856,Unknown,4
2011,10858,Scheduled,2931
2011,10858,Unscheduled,12215
2011,10858,"Infant, under 24 hrs old",2481
2011,10858,Unknown,2
2011,10887,Scheduled,474
2011,10937,Scheduled,2364
2011,10937,Unscheduled,11108
2011,10967,Scheduled,951
2011,10967,Unscheduled,6929
2011,10967,"Infant, under 24 hrs old",1071
2011,10967,Unknown,2
2011,10987,Scheduled,3978
2011,10987,Unscheduled,8732
2011,10987,"Infant, under 24 hrs old",1969
2011,13619,Scheduled,378
2011,13619,Unscheduled,3329
2011,13687,Scheduled,498
2011,13687,Unscheduled,17
2011,14034,Unscheduled,2977
2011,14034,Unknown,5
2011,14050,Scheduled,2714
2011,14050,Unscheduled,4948
2011,14050,"Infant, under 24 hrs old",1309
2011,14050,Unknown,1
2011,14207,Unscheduled,1207
2011,14226,Unscheduled,483
2011,34002,Scheduled,278
2011,34002,Unscheduled,1951
2011,34002,"Infant, under 24 hrs old",320
2011,40802,Scheduled,52
2011,40802,Unscheduled,834
2011,40875,Scheduled,1702
2011,40875,Unscheduled,3649
2011,40875,"Infant, under 24 hrs old",995
2011,40875,Unknown,1
2011,40937,Scheduled,1154
2011,40937,Unscheduled,8513
2011,40937,"Infant, under 24 hrs old",434
2011,40962,Scheduled,3020
2011,40962,Unscheduled,11493
2011,40962,"Infant, under 24 hrs old",1319
2011,44006,Scheduled,8
2011,44006,Unscheduled,630
2011,50932,Scheduled,191
2011,50932,Unscheduled,1168
2011,60870,Scheduled,71
2011,60870,Unscheduled,974
2011,60870,"Infant, under 24 hrs old",165
2011,70904,Scheduled,618
2011,70904,Unscheduled,5378
2011,70924,Scheduled,936
2011,70924,Unscheduled,7835
2011,70924,"Infant, under 24 hrs old",2087
2011,70924,Unknown,6
2011,70934,Scheduled,1104
2011,70934,Unscheduled,6632
2011,70934,"Infant, under 24 hrs old",963
2011,70988,Scheduled,3656
2011,70988,Unscheduled,13443
2011,70988,"Infant, under 24 hrs old",2607
2011,70988,Unknown,4
2011,70990,Scheduled,2390
2011,70990,Unscheduled,11969
2011,70990,"Infant, under 24 hrs old",3428
2011,70990,Unknown,3
2011,71018,Scheduled,1826
2011,71018,Unscheduled,7397
2011,71018,Unknown,5
2011,74017,Scheduled,448
2011,74017,Unscheduled,4209
2011,74017,"Infant, under 24 hrs old",721
2011,74039,Unscheduled,2847
2011,74097,Scheduled,1796
2011,74097,Unscheduled,5772
2011,74097,"Infant, under 24 hrs old",1432
2011,84001,Scheduled,176
2011,84001,Unscheduled,2068
2011,84001,"Infant, under 24 hrs old",354
2011,90793,Scheduled,848
2011,90793,Unscheduled,1433
2011,90793,"Infant, under 24 hrs old",368
2011,90793,Unknown,4
2011,90933,Scheduled,1126
2011,90933,Unscheduled,4284
2011,90933,"Infant, under 24 hrs old",532
2011,90933,Unknown,2
2011,94002,Unscheduled,343
2011,100005,Scheduled,3451
2011,100005,Unscheduled,6148
2011,100005,"Infant, under 24 hrs old",3446
2011,100005,Unknown,5
2011,100697,Scheduled,84
2011,100697,Unscheduled,579
2011,100717,Scheduled,4283
2011,100717,Unscheduled,32615
2011,100717,"Infant, under 24 hrs old",6652
2011,100717,Unknown,24
2011,100797,Scheduled,222
2011,100797,Unscheduled,1607
2011,100797,"Infant, under 24 hrs old",1191
2011,100899,Scheduled,3569
2011,100899,Unscheduled,21754
2011,100899,"Infant, under 24 hrs old",4154
2011,100899,Unknown,3
2011,104023,Scheduled,1507
2011,104047,Scheduled,2069
2011,104062,Scheduled,1478
2011,104062,Unscheduled,5933
2011,104062,"Infant, under 24 hrs old",1124
2011,104089,Scheduled,37
