Year,OSHPD ID,Age Groups,Count
2012,154022,50-59,237
2012,154022,60-69,357
2012,154022,70-79,428
2012,154022,80+,433
2012,154101,19-Oct,13
2012,154101,20-29,74
2012,154101,30-39,105
2012,154101,40-49,273
2012,154101,50-59,566
2012,154101,60-69,814
2012,154101,70-79,1055
2012,154101,80+,979
2012,154147,19-Oct,17
2012,154147,20-29,83
2012,154147,30-39,56
2012,154147,40-49,44
2012,154147,50-59,37
2012,154147,60-69,5
2012,154160,19-Oct,24
2012,154160,20-29,184
2012,154160,30-39,111
2012,154160,40-49,102
2012,154160,50-59,50
2012,154160,60-69,8
2012,160702,9-Jan,1
2012,160702,19-Oct,25
2012,160702,20-29,56
2012,160702,30-39,62
2012,160702,40-49,95
2012,160702,50-59,110
2012,160702,60-69,43
2012,160702,70-79,49
2012,160702,80+,39
2012,160787,Under 1,2015
2012,160787,19-Oct,244
2012,160787,20-29,1220
2012,160787,30-39,578
2012,160787,40-49,52
2012,164029,Under 1,1011
2012,164029,9-Jan,80
2012,164029,19-Oct,275
2012,164029,20-29,1157
2012,164029,30-39,1136
2012,164029,40-49,1285
2012,164029,50-59,1693
2012,164029,60-69,1758
2012,164029,70-79,1650
2012,164029,80+,1745
2012,171049,Under 1,188
2012,171049,9-Jan,21
2012,171049,19-Oct,46
2012,171049,20-29,206
2012,171049,30-39,124
2012,171049,40-49,167
2012,171049,50-59,254
2012,171049,60-69,235
2012,171049,70-79,177
2012,171049,80+,212
2012,171395,Under 1,346
2012,171395,9-Jan,8
2012,171395,19-Oct,71
2012,171395,20-29,291
2012,171395,30-39,185
2012,171395,40-49,163
2012,171395,50-59,274
2012,171395,60-69,309
2012,171395,70-79,354
2012,171395,80+,394
2012,184008,Under 1,278
2012,184008,9-Jan,29
2012,184008,19-Oct,70
2012,184008,20-29,258
2012,184008,30-39,142
2012,184008,40-49,139
2012,184008,50-59,151
2012,184008,60-69,139
2012,184008,70-79,120
2012,184008,80+,176
2012,190017,19-Oct,38
2012,190017,20-29,111
2012,190017,30-39,120
2012,190017,40-49,307
2012,190017,50-59,504
2012,190017,60-69,539
2012,190017,70-79,673
2012,190017,80+,1387
2012,190020,9-Jan,100
2012,190020,19-Oct,1648
2012,190020,20-29,1105
2012,190020,30-39,772
2012,190020,40-49,747
2012,190020,50-59,491
2012,190020,60-69,183
2012,190020,70-79,13
2012,190034,Under 1,5951
2012,190034,9-Jan,479
2012,190034,19-Oct,1213
2012,190034,20-29,4559
2012,190034,30-39,3046
2012,190034,40-49,2139
2012,190034,50-59,2973
2012,190034,60-69,2649
2012,190034,70-79,2350
2012,190034,80+,2038
2012,190045,20-29,1
2012,190045,60-69,5
2012,190045,70-79,5
2012,190045,80+,8
2012,190049,20-29,3
2012,190049,30-39,9
2012,190049,40-49,36
2012,190049,50-59,98
2012,190049,60-69,157
2012,190049,70-79,199
2012,190049,80+,352
2012,190052,20-29,8
2012,190052,30-39,19
2012,190052,40-49,29
2012,190052,50-59,66
2012,190052,60-69,167
2012,190052,70-79,206
2012,190052,80+,276
2012,190053,Under 1,2991
2012,190053,9-Jan,139
2012,190053,19-Oct,532
2012,190053,20-29,2265
2012,190053,30-39,1391
2012,190053,40-49,1154
2012,190053,50-59,1541
2012,190053,60-69,1359
2012,190053,70-79,953
2012,190053,80+,1183
2012,190066,Under 1,1500
2012,190066,19-Oct,288
2012,190066,20-29,1171
2012,190066,30-39,878
2012,190066,40-49,685
2012,190066,50-59,747
2012,190066,60-69,444
2012,190066,70-79,305
2012,190066,80+,277
2012,190081,Under 1,1004
2012,190081,9-Jan,407
2012,190081,19-Oct,329
2012,190081,20-29,901
2012,190081,30-39,752
2012,190081,40-49,943
2012,190081,50-59,1307
2012,190081,60-69,1360
2012,190081,70-79,1402
2012,190081,80+,1811
2012,190110,19-Oct,64
2012,190110,20-29,559
2012,190110,30-39,702
2012,190110,40-49,1266
2012,190110,50-59,2110
2012,190110,60-69,1645
2012,190110,70-79,1351
2012,190110,80+,1541
2012,190125,Under 1,4797
2012,190125,9-Jan,312
2012,190125,19-Oct,1242
2012,190125,20-29,3896
2012,190125,30-39,2617
2012,190125,40-49,1881
2012,190125,50-59,2319
2012,190125,60-69,1694
2012,190125,70-79,945
2012,190125,80+,882
2012,190137,19-Oct,14
2012,190137,20-29,30
2012,190137,30-39,37
2012,190137,40-49,72
2012,190137,50-59,152
2012,190137,60-69,275
2012,190137,70-79,358
2012,190137,80+,370
2012,190148,Under 1,1026
2012,190148,19-Oct,259
2012,190148,20-29,1497
2012,190148,30-39,1399
2012,190148,40-49,2281
2012,190148,50-59,3840
2012,190148,60-69,3319
2012,190148,70-79,2894
2012,190148,80+,2813
2012,190150,9-Jan,204
2012,190150,19-Oct,236
2012,190150,20-29,217
2012,190150,30-39,160
2012,190150,40-49,96
2012,190150,50-59,62
2012,190150,60-69,5
2012,190159,19-Oct,24
2012,190159,20-29,108
2012,190159,30-39,253
2012,190159,40-49,469
2012,190159,50-59,587
2012,190159,60-69,514
2012,190159,70-79,400
2012,190159,80+,527
2012,190163,9-Jan,3
2012,190163,19-Oct,1474
2012,190163,20-29,1067
2012,190163,30-39,859
2012,190163,40-49,826
2012,190163,50-59,657
2012,190163,60-69,301
2012,190163,70-79,69
2012,190163,80+,14
2012,190170,Under 1,2864
2012,190170,9-Jan,5667
2012,190170,19-Oct,4454
2012,190170,20-29,246
2012,190170,30-39,2
2012,190176,Under 1,1
2012,190176,9-Jan,127
2012,190176,19-Oct,249
2012,190176,20-29,460
2012,190176,30-39,409
2012,190176,40-49,825
2012,190176,50-59,1446
2012,190176,60-69,1599
2012,190176,70-79,737
2012,190176,80+,249
2012,190184,9-Jan,4
2012,190184,19-Oct,1947
2012,190184,20-29,1386
2012,190184,30-39,1098
2012,190184,40-49,1005
2012,190184,50-59,899
2012,190184,60-69,387
2012,190184,70-79,147
2012,190184,80+,46
2012,190196,20-29,5
2012,190196,30-39,18
2012,190196,40-49,54
2012,190196,50-59,157
2012,190196,60-69,222
2012,190196,70-79,263
2012,190196,80+,374
2012,190197,Under 1,141
2012,190197,9-Jan,263
2012,190197,19-Oct,233
2012,190197,20-29,317
2012,190197,30-39,385
2012,190197,40-49,514
2012,190197,50-59,527
2012,190197,60-69,562
2012,190197,70-79,510
2012,190197,80+,400
2012,190198,Under 1,379
2012,190198,9-Jan,290
2012,190198,19-Oct,124
2012,190198,20-29,284
2012,190198,30-39,386
2012,190198,40-49,764
2012,190198,50-59,1274
2012,190198,60-69,983
2012,190198,70-79,576
2012,190198,80+,544
2012,190200,Under 1,2727
2012,190200,9-Jan,1
2012,190200,19-Oct,147
2012,190200,20-29,1307
2012,190200,30-39,1820
2012,190200,40-49,689
2012,190200,50-59,715
2012,190200,60-69,996
2012,190200,70-79,1214
2012,190200,80+,2392
2012,190232,9-Jan,250
2012,190232,19-Oct,2636
2012,190232,20-29,866
2012,190232,30-39,597
2012,190232,40-49,591
2012,190232,50-59,500
2012,190232,60-69,148
2012,190232,70-79,7
2012,190240,19-Oct,48
2012,190240,20-29,303
2012,190240,30-39,467
2012,190240,40-49,917
2012,190240,50-59,1444
2012,190240,60-69,1630
2012,190240,70-79,1616
2012,190240,80+,1771
2012,190243,Under 1,1357
2012,190243,19-Oct,191
2012,190243,20-29,1069
2012,190243,30-39,1109
2012,190243,40-49,962
2012,190243,50-59,1383
2012,190243,60-69,1960
2012,190243,70-79,2006
2012,190243,80+,2561
2012,190256,Under 1,894
2012,190256,9-Jan,174
2012,190256,19-Oct,254
2012,190256,20-29,605
2012,190256,30-39,474
2012,190256,40-49,467
2012,190256,50-59,559
2012,190256,60-69,501
2012,190256,70-79,398
2012,190256,80+,454
2012,190280,19-Oct,5
2012,190280,20-29,53
2012,190280,30-39,88
2012,190280,40-49,145
2012,190280,50-59,205
2012,190280,60-69,261
2012,190280,70-79,329
2012,190280,80+,705
2012,190298,Under 1,913
2012,190298,19-Oct,119
2012,190298,20-29,733
2012,190298,30-39,648
2012,190298,40-49,442
2012,190298,50-59,678
2012,190298,60-69,658
2012,190298,70-79,839
2012,190298,80+,913
2012,190305,20-29,5
2012,190305,30-39,16
2012,190305,40-49,44
2012,190305,50-59,76
2012,190305,60-69,169
2012,190305,70-79,208
2012,190305,80+,293
2012,190307,Under 1,2176
2012,190307,9-Jan,2
2012,190307,19-Oct,372
2012,190307,20-29,1430
2012,190307,30-39,1052
2012,190307,40-49,709
2012,190307,50-59,943
2012,190307,60-69,872
2012,190307,70-79,675
2012,190307,80+,884
2012,190315,Under 1,4523
2012,190315,9-Jan,169
2012,190315,19-Oct,316
2012,190315,20-29,1883
2012,190315,30-39,2779
2012,190315,40-49,976
2012,190315,50-59,971
2012,190315,60-69,1303
2012,190315,70-79,1598
2012,190315,80+,2661
2012,190317,Under 1,4
2012,190317,19-Oct,428
2012,190317,20-29,225
2012,190317,30-39,175
2012,190317,40-49,111
2012,190317,50-59,64
2012,190317,60-69,3
2012,190323,Under 1,2523
2012,190323,9-Jan,1
2012,190323,19-Oct,328
2012,190323,20-29,2551
2012,190323,30-39,2650
2012,190323,40-49,2131
2012,190323,50-59,2756
2012,190323,60-69,2869
2012,190323,70-79,3279
2012,190323,80+,3890
2012,190323,Unknown,7
2012,190328,Under 1,162
2012,190328,19-Oct,15
2012,190328,20-29,108
2012,190328,30-39,104
2012,190328,40-49,101
2012,190328,50-59,310
2012,190328,60-69,430
2012,190328,70-79,398
2012,190328,80+,393
2012,190352,Under 1,774
2012,190352,9-Jan,360
2012,190352,19-Oct,226
2012,190352,20-29,445
2012,190352,30-39,426
2012,190352,40-49,376
2012,190352,50-59,525
2012,190352,60-69,462
2012,190352,70-79,347
2012,190352,80+,472
2012,190380,19-Oct,8
2012,190380,20-29,83
2012,190380,30-39,163
2012,190380,40-49,476
2012,190380,50-59,917
2012,190380,60-69,854
2012,190380,70-79,354
2012,190380,80+,339
2012,190382,Under 1,4215
2012,190382,9-Jan,11
2012,190382,19-Oct,556
2012,190382,20-29,2744
2012,190382,30-39,2399
2012,190382,40-49,1183
2012,190382,50-59,1528
2012,190382,60-69,1524
2012,190382,70-79,1629
2012,190382,80+,2177
2012,190385,Under 1,2828
2012,190385,19-Oct,478
2012,190385,20-29,2436
2012,190385,30-39,2027
2012,190385,40-49,1558
2012,190385,50-59,2083
2012,190385,60-69,2446
2012,190385,70-79,2552
2012,190385,80+,3141
2012,190392,Under 1,4140
2012,190392,19-Oct,319
2012,190392,20-29,2091
2012,190392,30-39,2396
2012,190392,40-49,843
2012,190392,50-59,1095
2012,190392,60-69,1797
2012,190392,70-79,1932
2012,190392,80+,2062
2012,190400,Under 1,3901
2012,190400,9-Jan,555
2012,190400,19-Oct,702
2012,190400,20-29,2453
2012,190400,30-39,3767
2012,190400,40-49,2792
2012,190400,50-59,3360
2012,190400,60-69,3733
2012,190400,70-79,3361
2012,190400,80+,4581
2012,190410,19-Oct,112
2012,190410,20-29,723
2012,190410,30-39,730
2012,190410,40-49,812
2012,190410,50-59,743
2012,190410,60-69,188
2012,190410,70-79,3
2012,190413,19-Oct,110
2012,190413,20-29,792
2012,190413,30-39,760
2012,190413,40-49,1094
2012,190413,50-59,1639
2012,190413,60-69,1777
2012,190413,70-79,1736
2012,190413,80+,2074
2012,190422,Under 1,3455
2012,190422,9-Jan,422
2012,190422,19-Oct,443
2012,190422,20-29,1811
2012,190422,30-39,2886
2012,190422,40-49,2045
2012,190422,50-59,2870
2012,190422,60-69,3629
2012,190422,70-79,4209
2012,190422,80+,5563
2012,190429,Under 1,3261
2012,190429,9-Jan,1298
2012,190429,19-Oct,1527
2012,190429,20-29,2761
2012,190429,30-39,2875
2012,190429,40-49,2509
2012,190429,50-59,3665
2012,190429,60-69,4577
2012,190429,70-79,3726
2012,190429,80+,2398
2012,190431,Under 1,2279
2012,190431,9-Jan,157
2012,190431,19-Oct,288
2012,190431,20-29,1440
2012,190431,30-39,1906
2012,190431,40-49,1390
2012,190431,50-59,1724
2012,190431,60-69,1987
2012,190431,70-79,2214
2012,190431,80+,2020
2012,190432,Under 1,2312
2012,190432,9-Jan,221
2012,190432,19-Oct,323
2012,190432,20-29,1341
2012,190432,30-39,1553
2012,190432,40-49,921
2012,190432,50-59,1307
2012,190432,60-69,1818
2012,190432,70-79,1815
2012,190432,80+,1976
2012,190434,Under 1,1707
2012,190434,9-Jan,14
2012,190434,19-Oct,201
2012,190434,20-29,1259
2012,190434,30-39,1603
2012,190434,40-49,1242
2012,190434,50-59,1587
2012,190434,60-69,1993
2012,190434,70-79,1909
2012,190434,80+,1994
2012,190434,Unknown,1
2012,190449,19-Oct,1
2012,190449,20-29,8
2012,190449,30-39,32
2012,190449,40-49,104
2012,190449,50-59,235
2012,190449,60-69,444
2012,190449,70-79,567
2012,190449,80+,862
2012,190462,19-Oct,129
2012,190462,20-29,642
2012,190462,30-39,596
2012,190462,40-49,674
2012,190462,50-59,488
2012,190462,60-69,166
2012,190462,70-79,21
2012,190462,80+,3
2012,190468,20-29,11
2012,190468,30-39,45
2012,190468,40-49,103
2012,190468,50-59,200
2012,190468,60-69,321
2012,190468,70-79,414
2012,190468,80+,447
2012,190470,Under 1,2952
2012,190470,9-Jan,283
2012,190470,19-Oct,388
2012,190470,20-29,1879
2012,190470,30-39,2412
2012,190470,40-49,1866
2012,190470,50-59,2404
2012,190470,60-69,2961
2012,190470,70-79,3403
2012,190470,80+,4796
2012,190475,19-Oct,69
2012,190475,20-29,486
2012,190475,30-39,437
2012,190475,40-49,642
2012,190475,50-59,790
2012,190475,60-69,588
2012,190475,70-79,395
2012,190475,80+,746
2012,190500,19-Oct,31
2012,190500,20-29,216
2012,190500,30-39,359
2012,190500,40-49,559
2012,190500,50-59,684
2012,190500,60-69,796
2012,190500,70-79,768
2012,190500,80+,974
2012,190517,Under 1,2849
2012,190517,9-Jan,612
2012,190517,19-Oct,519
2012,190517,20-29,1285
2012,190517,30-39,1707
2012,190517,40-49,878
2012,190517,50-59,1078
2012,190517,60-69,1576
2012,190517,70-79,2035
2012,190517,80+,3855
2012,190521,Under 1,1187
2012,190521,19-Oct,179
2012,190521,20-29,1016
2012,190521,30-39,912
2012,190521,40-49,802
2012,190521,50-59,1374
2012,190521,60-69,1041
2012,190521,70-79,842
2012,190521,80+,961
2012,190522,Under 1,2093
2012,190522,19-Oct,209
2012,190522,20-29,1400
2012,190522,30-39,1200
2012,190522,40-49,659
2012,190522,50-59,1029
2012,190522,60-69,1491
2012,190522,70-79,1960
2012,190522,80+,2278
2012,190524,19-Oct,141
2012,190524,20-29,955
2012,190524,30-39,1003
2012,190524,40-49,1321
2012,190524,50-59,1485
2012,190524,60-69,926
2012,190524,70-79,693
2012,190524,80+,876
2012,190525,Under 1,1
2012,190525,9-Jan,5
2012,190525,19-Oct,239
2012,190525,20-29,1685
2012,190525,30-39,1678
2012,190525,40-49,2606
2012,190525,50-59,3720
2012,190525,60-69,4086
2012,190525,70-79,3523
2012,190525,80+,3814
2012,190529,Under 1,1867
2012,190529,9-Jan,64
2012,190529,19-Oct,191
2012,190529,20-29,1092
2012,190529,30-39,1755
2012,190529,40-49,1312
2012,190529,50-59,1757
2012,190529,60-69,2551
2012,190529,70-79,3014
2012,190529,80+,4887
2012,190534,19-Oct,29
2012,190534,20-29,167
2012,190534,30-39,300
2012,190534,40-49,539
2012,190534,50-59,791
2012,190534,60-69,854
2012,190534,70-79,881
2012,190534,80+,1476
2012,190541,20-29,17
2012,190541,30-39,65
2012,190541,40-49,117
2012,190541,50-59,159
2012,190541,60-69,135
2012,190541,70-79,105
2012,190541,80+,224
2012,190547,Under 1,1588
2012,190547,9-Jan,125
2012,190547,19-Oct,346
2012,190547,20-29,1033
2012,190547,30-39,712
2012,190547,40-49,395
2012,190547,50-59,530
2012,190547,60-69,554
2012,190547,70-79,553
2012,190547,80+,660
2012,190552,19-Oct,4
2012,190552,20-29,5
2012,190552,30-39,11
2012,190552,40-49,8
2012,190552,50-59,16
2012,190552,60-69,30
2012,190552,70-79,34
2012,190552,80+,165
2012,190555,Under 1,7182
2012,190555,9-Jan,746
2012,190555,19-Oct,840
2012,190555,20-29,4021
2012,190555,30-39,7847
2012,190555,40-49,5662
2012,190555,50-59,6758
2012,190555,60-69,8017
2012,190555,70-79,6712
2012,190555,80+,8125
2012,190555,Unknown,41
2012,190568,Under 1,2082
2012,190568,9-Jan,761
2012,190568,19-Oct,1209
2012,190568,20-29,1855
2012,190568,30-39,1777
2012,190568,40-49,1503
2012,190568,50-59,1992
2012,190568,60-69,2102
2012,190568,70-79,1950
2012,190568,80+,2753
2012,190570,19-Oct,25
2012,190570,20-29,105
2012,190570,30-39,183
2012,190570,40-49,323
2012,190570,50-59,571
2012,190570,60-69,498
2012,190570,70-79,362
2012,190570,80+,467
2012,190587,Under 1,740
2012,190587,19-Oct,177
2012,190587,20-29,1239
2012,190587,30-39,1155
2012,190587,40-49,1455
2012,190587,50-59,1794
2012,190587,60-69,930
2012,190587,70-79,428
2012,190587,80+,378
2012,190630,Under 1,7360
2012,190630,9-Jan,564
2012,190630,19-Oct,1143
2012,190630,20-29,4869
2012,190630,30-39,2884
2012,190630,40-49,1570
2012,190630,50-59,1979
2012,190630,60-69,2038
2012,190630,70-79,2171
2012,190630,80+,2622
2012,190631,Under 1,4108
2012,190631,9-Jan,179
2012,190631,19-Oct,440
2012,190631,20-29,2219
2012,190631,30-39,2616
2012,190631,40-49,1354
2012,190631,50-59,1891
2012,190631,60-69,2250
2012,190631,70-79,2704
2012,190631,80+,3714
2012,190636,Under 1,4712
2012,190636,9-Jan,495
2012,190636,19-Oct,834
2012,190636,20-29,3242
2012,190636,30-39,2333
2012,190636,40-49,1548
2012,190636,50-59,1816
2012,190636,60-69,1753
2012,190636,70-79,1721
2012,190636,80+,1878
2012,190661,19-Oct,7
2012,190661,20-29,151
2012,190661,30-39,221
2012,190661,40-49,408
2012,190661,50-59,708
2012,190661,60-69,613
2012,190661,70-79,373
2012,190661,80+,316
2012,190673,Under 1,438
2012,190673,19-Oct,58
2012,190673,20-29,392
2012,190673,30-39,499
2012,190673,40-49,458
2012,190673,50-59,626
2012,190673,60-69,681
2012,190673,70-79,653
2012,190673,80+,896
2012,190680,Under 1,724
2012,190680,19-Oct,150
2012,190680,20-29,817
2012,190680,30-39,730
2012,190680,40-49,837
2012,190680,50-59,1146
2012,190680,60-69,1124
2012,190680,70-79,1011
2012,190680,80+,1590
2012,190681,20-29,14
2012,190681,30-39,29
2012,190681,40-49,44
2012,190681,50-59,74
2012,190681,60-69,24
2012,190681,70-79,11
2012,190681,80+,2
2012,190687,Under 1,1658
2012,190687,9-Jan,545
2012,190687,19-Oct,586
2012,190687,20-29,880
2012,190687,30-39,1649
2012,190687,40-49,1356
2012,190687,50-59,1734
2012,190687,60-69,2112
2012,190687,70-79,2069
2012,190687,80+,3575
2012,190696,Under 1,561
2012,190696,9-Jan,80
2012,190696,19-Oct,239
2012,190696,20-29,853
2012,190696,30-39,785
2012,190696,40-49,787
2012,190696,50-59,876
2012,190696,60-69,553
2012,190696,70-79,297
2012,190696,80+,408
2012,190708,19-Oct,17
2012,190708,20-29,152
2012,190708,30-39,205
2012,190708,40-49,342
2012,190708,50-59,705
2012,190708,60-69,710
2012,190708,70-79,754
2012,190708,80+,1200
2012,190712,Under 1,12
2012,190712,9-Jan,200
2012,190712,19-Oct,249
2012,190712,20-29,1
2012,190754,Under 1,5395
2012,190754,9-Jan,360
2012,190754,19-Oct,1260
2012,190754,20-29,4550
2012,190754,30-39,2881
2012,190754,40-49,1960
2012,190754,50-59,2475
2012,190754,60-69,1955
2012,190754,70-79,1635
2012,190754,80+,1519
2012,190756,Under 1,1964
2012,190756,9-Jan,7
2012,190756,19-Oct,84
2012,190756,20-29,638
2012,190756,30-39,1934
2012,190756,40-49,1127
2012,190756,50-59,1601
2012,190756,60-69,2123
2012,190756,70-79,1991
2012,190756,80+,2867
2012,190758,Under 1,2561
2012,190758,9-Jan,1
2012,190758,19-Oct,195
2012,190758,20-29,1717
2012,190758,30-39,2183
2012,190758,40-49,1812
2012,190758,50-59,2270
2012,190758,60-69,2751
2012,190758,70-79,2747
2012,190758,80+,3757
2012,190762,19-Oct,34
2012,190762,20-29,205
2012,190762,30-39,335
2012,190762,40-49,838
2012,190762,50-59,1302
2012,190762,60-69,1934
2012,190762,70-79,2384
2012,190762,80+,2555
2012,190766,Under 1,50
2012,190766,9-Jan,196
2012,190766,19-Oct,144
2012,190766,20-29,247
2012,190766,30-39,286
2012,190766,40-49,430
2012,190766,50-59,702
2012,190766,60-69,608
2012,190766,70-79,412
2012,190766,80+,556
2012,190782,19-Oct,86
2012,190782,20-29,807
2012,190782,30-39,486
2012,190782,40-49,540
2012,190782,50-59,387
2012,190782,60-69,93
2012,190782,70-79,11
2012,190782,80+,1
2012,190784,19-Oct,4
2012,190784,20-29,19
2012,190784,30-39,96
2012,190784,40-49,246
2012,190784,50-59,414
2012,190784,60-69,478
2012,190784,70-79,461
2012,190784,80+,457
2012,190796,Under 1,2639
2012,190796,9-Jan,1453
2012,190796,19-Oct,1438
2012,190796,20-29,2448
2012,190796,30-39,2883
2012,190796,40-49,2474
2012,190796,50-59,3206
2012,190796,60-69,3671
2012,190796,70-79,2466
2012,190796,80+,2134
2012,190812,Under 1,4817
2012,190812,9-Jan,730
2012,190812,19-Oct,973
2012,190812,20-29,3041
2012,190812,30-39,2328
2012,190812,40-49,1338
2012,190812,50-59,1662
2012,190812,60-69,1683
2012,190812,70-79,1503
2012,190812,80+,1895
2012,190814,19-Oct,15
2012,190814,20-29,227
2012,190814,30-39,539
2012,190814,40-49,920
2012,190814,50-59,1091
2012,190814,60-69,326
2012,190814,70-79,29
2012,190814,80+,1
2012,190818,Under 1,646
2012,190818,19-Oct,48
2012,190818,20-29,290
2012,190818,30-39,649
2012,190818,40-49,403
2012,190818,50-59,616
2012,190818,60-69,969
2012,190818,70-79,1214
2012,190818,80+,1854
2012,190854,19-Oct,82
2012,190854,20-29,571
2012,190854,30-39,732
2012,190854,40-49,972
2012,190854,50-59,1285
2012,190854,60-69,924
2012,190854,70-79,504
2012,190854,80+,443
2012,190857,20-29,4
2012,190857,30-39,11
2012,190857,40-49,32
2012,190857,50-59,39
2012,190857,60-69,27
2012,190857,70-79,32
2012,190857,80+,17
2012,190859,Under 1,819
2012,190859,9-Jan,53
2012,190859,19-Oct,124
2012,190859,20-29,562
2012,190859,30-39,849
2012,190859,40-49,685
2012,190859,50-59,1039
2012,190859,60-69,1145
2012,190859,70-79,1313
2012,190859,80+,2244
2012,190878,Under 1,4673
2012,190878,9-Jan,777
2012,190878,19-Oct,1193
2012,190878,20-29,3519
2012,190878,30-39,2529
2012,190878,40-49,2013
2012,190878,50-59,2466
2012,190878,60-69,2369
2012,190878,70-79,2154
2012,190878,80+,2251
2012,190878,Unknown,1
2012,190883,Under 1,2399
2012,190883,9-Jan,11
2012,190883,19-Oct,294
2012,190883,20-29,1545
2012,190883,30-39,1417
2012,190883,40-49,775
2012,190883,50-59,856
2012,190883,60-69,805
2012,190883,70-79,741
2012,190883,80+,1248
2012,190930,9-Jan,81
2012,190930,19-Oct,704
2012,190930,20-29,394
2012,190930,30-39,177
2012,190930,40-49,170
2012,190930,50-59,143
2012,190930,60-69,128
2012,190930,70-79,115
2012,190930,80+,151
2012,190949,Under 1,1189
2012,190949,9-Jan,11
2012,190949,19-Oct,352
2012,190949,20-29,1367
2012,190949,30-39,1518
2012,190949,40-49,1600
2012,190949,50-59,1772
2012,190949,60-69,1666
2012,190949,70-79,1530
2012,190949,80+,1991
2012,191216,50-59,1
2012,191216,70-79,2
2012,191225,19-Oct,9
2012,191225,20-29,152
2012,191225,30-39,143
2012,191225,40-49,189
2012,191225,50-59,125
2012,191225,60-69,21
2012,191227,Under 1,1381
2012,191227,9-Jan,807
2012,191227,19-Oct,1101
2012,191227,20-29,2539
2012,191227,30-39,2511
2012,191227,40-49,3395
2012,191227,50-59,4696
2012,191227,60-69,2816
2012,191227,70-79,907
2012,191227,80+,602
2012,191228,Under 1,1496
2012,191228,9-Jan,1122
2012,191228,19-Oct,2045
2012,191228,20-29,4201
2012,191228,30-39,4364
2012,191228,40-49,5996
2012,191228,50-59,7383
2012,191228,60-69,4284
2012,191228,70-79,1281
2012,191228,80+,847
2012,191231,Under 1,700
2012,191231,9-Jan,147
2012,191231,19-Oct,299
2012,191231,20-29,1632
2012,191231,30-39,1952
2012,191231,40-49,2716
2012,191231,50-59,3538
2012,191231,60-69,2169
2012,191231,70-79,697
2012,191231,80+,366
2012,191306,Under 1,1
2012,191306,9-Jan,16
2012,191306,19-Oct,57
2012,191306,20-29,332
2012,191306,30-39,404
2012,191306,40-49,807
2012,191306,50-59,1165
2012,191306,60-69,782
2012,191306,70-79,201
2012,191306,80+,95
2012,191450,Under 1,1645
2012,191450,9-Jan,94
2012,191450,19-Oct,212
2012,191450,20-29,879
2012,191450,30-39,1275
2012,191450,40-49,724
2012,191450,50-59,1138
2012,191450,60-69,1680
2012,191450,70-79,1887
2012,191450,80+,2555
2012,191450,Unknown,1
2012,194010,19-Oct,15
2012,194010,20-29,223
2012,194010,30-39,296
2012,194010,40-49,364
2012,194010,50-59,299
2012,194010,60-69,23
2012,194010,70-79,1
2012,194219,Under 1,1
2012,194219,19-Oct,102
2012,194219,20-29,648
2012,194219,30-39,808
2012,194219,40-49,1259
2012,194219,50-59,2194
2012,194219,60-69,2488
2012,194219,70-79,1667
2012,194219,80+,855
2012,194967,19-Oct,87
2012,194981,19-Oct,5
2012,194981,20-29,36
2012,194981,30-39,21
2012,194981,40-49,26
2012,194981,50-59,16
2012,194981,60-69,6
2012,196035,Under 1,2849
2012,196035,9-Jan,6
2012,196035,19-Oct,283
2012,196035,20-29,1584
2012,196035,30-39,2090
2012,196035,40-49,1156
2012,196035,50-59,1516
2012,196035,60-69,2086
2012,196035,70-79,2194
2012,196035,80+,1747
2012,196168,Under 1,7842
2012,196168,9-Jan,3829
2012,196168,19-Oct,2969
2012,196168,20-29,3149
2012,196168,30-39,2626
2012,196168,40-49,259
2012,196168,50-59,10
2012,196168,60-69,3
2012,196168,70-79,6
2012,196403,Under 1,3989
2012,196403,9-Jan,532
2012,196403,19-Oct,846
2012,196403,20-29,2604
2012,196403,30-39,2819
2012,196403,40-49,1820
2012,196403,50-59,2532
2012,196403,60-69,3032
2012,196403,70-79,2620
2012,196403,80+,2121
2012,196404,60-69,32
2012,196404,70-79,84
2012,196404,80+,358
2012,196405,19-Oct,86
2012,196405,20-29,433
2012,196405,30-39,722
2012,196405,40-49,1040
2012,196405,50-59,1796
2012,196405,60-69,1545
2012,196405,70-79,1383
2012,196405,80+,1194
2012,201281,Under 1,1602
2012,201281,19-Oct,266
2012,201281,20-29,1152
2012,201281,30-39,716
2012,201281,40-49,443
2012,201281,50-59,521
2012,201281,60-69,545
2012,201281,70-79,494
2012,201281,80+,560
2012,204019,Under 1,4057
2012,204019,9-Jan,5965
2012,204019,19-Oct,3554
2012,204019,20-29,115
2012,210992,19-Oct,52
2012,210992,20-29,107
2012,210992,30-39,129
2012,210992,40-49,321
2012,210992,50-59,691
2012,210992,60-69,1102
2012,210992,70-79,1048
2012,210992,80+,1399
2012,210993,19-Oct,5
2012,210993,20-29,14
2012,210993,30-39,24
2012,210993,40-49,34
2012,210993,50-59,100
2012,210993,60-69,113
2012,210993,70-79,107
2012,210993,80+,81
2012,211006,Under 1,1200
2012,211006,9-Jan,110
2012,211006,19-Oct,226
2012,211006,20-29,894
2012,211006,30-39,1260
2012,211006,40-49,858
2012,211006,50-59,1217
2012,211006,60-69,1555
2012,211006,70-79,1314
2012,211006,80+,2293
2012,214034,9-Jan,1
2012,214034,19-Oct,15
2012,214034,20-29,54
2012,214034,30-39,67
