Year,OSHPD ID,Age Groups,Count
2010,190529,50-59,1653
2010,190529,60-69,2496
2010,190529,70-79,3167
2010,190529,80+,4894
2010,190534,19-Oct,28
2010,190534,20-29,179
2010,190534,30-39,336
2010,190534,40-49,754
2010,190534,50-59,958
2010,190534,60-69,948
2010,190534,70-79,1151
2010,190534,80+,2249
2010,190541,20-29,13
2010,190541,30-39,63
2010,190541,40-49,114
2010,190541,50-59,142
2010,190541,60-69,90
2010,190541,70-79,65
2010,190541,80+,102
2010,190547,Under 1,1639
2010,190547,19-Oct,325
2010,190547,20-29,1088
2010,190547,30-39,733
2010,190547,40-49,349
2010,190547,50-59,375
2010,190547,60-69,469
2010,190547,70-79,605
2010,190547,80+,766
2010,190547,Unknown,1
2010,190552,19-Oct,4
2010,190552,20-29,4
2010,190552,30-39,12
2010,190552,40-49,26
2010,190552,50-59,35
2010,190552,60-69,37
2010,190552,70-79,54
2010,190552,80+,203
2010,190555,Under 1,7279
2010,190555,9-Jan,834
2010,190555,19-Oct,986
2010,190555,20-29,4267
2010,190555,30-39,8124
2010,190555,40-49,6351
2010,190555,50-59,7044
2010,190555,60-69,7779
2010,190555,70-79,6303
2010,190555,80+,7877
2010,190555,Unknown,1
2010,190568,Under 1,2962
2010,190568,9-Jan,781
2010,190568,19-Oct,1185
2010,190568,20-29,2285
2010,190568,30-39,2111
2010,190568,40-49,1778
2010,190568,50-59,2128
2010,190568,60-69,2193
2010,190568,70-79,2196
2010,190568,80+,2817
2010,190570,9-Jan,2
2010,190570,19-Oct,39
2010,190570,20-29,131
2010,190570,30-39,192
2010,190570,40-49,435
2010,190570,50-59,631
2010,190570,60-69,545
2010,190570,70-79,367
2010,190570,80+,381
2010,190587,Under 1,910
2010,190587,19-Oct,237
2010,190587,20-29,1179
2010,190587,30-39,1189
2010,190587,40-49,1602
2010,190587,50-59,1523
2010,190587,60-69,785
2010,190587,70-79,433
2010,190587,80+,517
2010,190630,Under 1,7498
2010,190630,9-Jan,840
2010,190630,19-Oct,1477
2010,190630,20-29,4943
2010,190630,30-39,2843
2010,190630,40-49,1863
2010,190630,50-59,1963
2010,190630,60-69,1935
2010,190630,70-79,2228
2010,190630,80+,2567
2010,190631,Under 1,3540
2010,190631,9-Jan,278
2010,190631,19-Oct,554
2010,190631,20-29,2233
2010,190631,30-39,2167
2010,190631,40-49,1487
2010,190631,50-59,2158
2010,190631,60-69,2500
2010,190631,70-79,2982
2010,190631,80+,4090
2010,190636,Under 1,4463
2010,190636,9-Jan,487
2010,190636,19-Oct,914
2010,190636,20-29,2838
2010,190636,30-39,2192
2010,190636,40-49,1281
2010,190636,50-59,1443
2010,190636,60-69,1419
2010,190636,70-79,1385
2010,190636,80+,1730
2010,190661,19-Oct,28
2010,190661,20-29,182
2010,190661,30-39,280
2010,190661,40-49,535
2010,190661,50-59,658
2010,190661,60-69,467
2010,190661,70-79,370
2010,190661,80+,339
2010,190673,Under 1,489
2010,190673,9-Jan,6
2010,190673,19-Oct,82
2010,190673,20-29,373
2010,190673,30-39,521
2010,190673,40-49,428
2010,190673,50-59,589
2010,190673,60-69,538
2010,190673,70-79,619
2010,190673,80+,845
2010,190680,Under 1,792
2010,190680,19-Oct,211
2010,190680,20-29,806
2010,190680,30-39,688
2010,190680,40-49,822
2010,190680,50-59,1085
2010,190680,60-69,998
2010,190680,70-79,1081
2010,190680,80+,1766
2010,190681,20-29,12
2010,190681,30-39,32
2010,190681,40-49,74
2010,190681,50-59,76
2010,190681,60-69,37
2010,190681,70-79,15
2010,190681,80+,2
2010,190687,Under 1,1827
2010,190687,9-Jan,753
2010,190687,19-Oct,545
2010,190687,20-29,992
2010,190687,30-39,1734
2010,190687,40-49,1332
2010,190687,50-59,1827
2010,190687,60-69,1904
2010,190687,70-79,1859
2010,190687,80+,3272
2010,190696,Under 1,703
2010,190696,9-Jan,64
2010,190696,19-Oct,247
2010,190696,20-29,859
2010,190696,30-39,797
2010,190696,40-49,761
2010,190696,50-59,745
2010,190696,60-69,499
2010,190696,70-79,344
2010,190696,80+,394
2010,190708,Under 1,5
2010,190708,9-Jan,30
2010,190708,19-Oct,36
2010,190708,20-29,115
2010,190708,30-39,210
2010,190708,40-49,404
2010,190708,50-59,583
2010,190708,60-69,673
2010,190708,70-79,682
2010,190708,80+,1240
2010,190712,Under 1,37
2010,190712,9-Jan,665
2010,190712,19-Oct,831
2010,190712,20-29,4
2010,190754,Under 1,6231
2010,190754,9-Jan,393
2010,190754,19-Oct,1491
2010,190754,20-29,4935
2010,190754,30-39,2884
2010,190754,40-49,2065
2010,190754,50-59,2106
2010,190754,60-69,1913
2010,190754,70-79,1654
2010,190754,80+,1459
2010,190756,Under 1,1792
2010,190756,9-Jan,15
2010,190756,19-Oct,90
2010,190756,20-29,560
2010,190756,30-39,1837
2010,190756,40-49,1353
2010,190756,50-59,1849
2010,190756,60-69,2546
2010,190756,70-79,2453
2010,190756,80+,3452
2010,190758,Under 1,2822
2010,190758,19-Oct,264
2010,190758,20-29,1880
2010,190758,30-39,2322
2010,190758,40-49,1829
2010,190758,50-59,2187
2010,190758,60-69,2592
2010,190758,70-79,2607
2010,190758,80+,3568
2010,190762,Under 1,1
2010,190762,19-Oct,32
2010,190762,20-29,205
2010,190762,30-39,363
2010,190762,40-49,777
2010,190762,50-59,1352
2010,190762,60-69,1810
2010,190762,70-79,2197
2010,190762,80+,2510
2010,190766,Under 1,94
2010,190766,9-Jan,289
2010,190766,19-Oct,175
2010,190766,20-29,271
2010,190766,30-39,322
2010,190766,40-49,501
2010,190766,50-59,648
2010,190766,60-69,525
2010,190766,70-79,478
2010,190766,80+,571
2010,190782,19-Oct,120
2010,190782,20-29,605
2010,190782,30-39,480
2010,190782,40-49,517
2010,190782,50-59,361
2010,190782,60-69,56
2010,190782,70-79,4
2010,190782,80+,1
2010,190784,9-Jan,1
2010,190784,19-Oct,3
2010,190784,20-29,29
2010,190784,30-39,170
2010,190784,40-49,437
2010,190784,50-59,727
2010,190784,60-69,712
2010,190784,70-79,614
2010,190784,80+,573
2010,190796,Under 1,2789
2010,190796,9-Jan,1553
2010,190796,19-Oct,1630
2010,190796,20-29,2409
2010,190796,30-39,2858
2010,190796,40-49,2560
2010,190796,50-59,3634
2010,190796,60-69,3417
2010,190796,70-79,2365
2010,190796,80+,1933
2010,190812,Under 1,5110
2010,190812,9-Jan,701
2010,190812,19-Oct,1186
2010,190812,20-29,3350
2010,190812,30-39,2308
2010,190812,40-49,1325
2010,190812,50-59,1639
2010,190812,60-69,1670
2010,190812,70-79,1638
2010,190812,80+,2079
2010,190814,19-Oct,16
2010,190814,20-29,237
2010,190814,30-39,555
2010,190814,40-49,1092
2010,190814,50-59,999
2010,190814,60-69,233
2010,190814,70-79,26
2010,190814,80+,8
2010,190818,Under 1,716
2010,190818,19-Oct,59
2010,190818,20-29,330
2010,190818,30-39,672
2010,190818,40-49,509
2010,190818,50-59,697
2010,190818,60-69,1051
2010,190818,70-79,1217
2010,190818,80+,1944
2010,190854,Under 1,317
2010,190854,19-Oct,92
2010,190854,20-29,419
2010,190854,30-39,456
2010,190854,40-49,565
2010,190854,50-59,853
2010,190854,60-69,798
2010,190854,70-79,520
2010,190854,80+,504
2010,190857,19-Oct,6
2010,190857,20-29,18
2010,190857,30-39,21
2010,190857,40-49,38
2010,190857,50-59,55
2010,190857,60-69,25
2010,190857,70-79,35
2010,190857,80+,29
2010,190859,Under 1,1021
2010,190859,9-Jan,43
2010,190859,19-Oct,105
2010,190859,20-29,610
2010,190859,30-39,956
2010,190859,40-49,803
2010,190859,50-59,963
2010,190859,60-69,1069
2010,190859,70-79,1237
2010,190859,80+,2101
2010,190878,Under 1,4887
2010,190878,9-Jan,736
2010,190878,19-Oct,1203
2010,190878,20-29,3361
2010,190878,30-39,2505
2010,190878,40-49,1786
2010,190878,50-59,2041
2010,190878,60-69,2102
2010,190878,70-79,2221
2010,190878,80+,2235
2010,190883,Under 1,2046
2010,190883,9-Jan,14
2010,190883,19-Oct,392
2010,190883,20-29,1579
2010,190883,30-39,1105
2010,190883,40-49,737
2010,190883,50-59,793
2010,190883,60-69,802
2010,190883,70-79,1009
2010,190883,80+,1720
2010,190930,9-Jan,78
2010,190930,19-Oct,580
2010,190930,20-29,380
2010,190930,30-39,159
2010,190930,40-49,146
2010,190930,50-59,153
2010,190930,60-69,109
2010,190930,70-79,122
2010,190930,80+,137
2010,190949,Under 1,1280
2010,190949,9-Jan,6
2010,190949,19-Oct,363
2010,190949,20-29,1366
2010,190949,30-39,1652
2010,190949,40-49,1903
2010,190949,50-59,1911
2010,190949,60-69,1642
2010,190949,70-79,1518
2010,190949,80+,1969
2010,191216,20-29,9
2010,191216,30-39,12
2010,191216,40-49,35
2010,191216,50-59,57
2010,191216,60-69,76
2010,191216,70-79,67
2010,191216,80+,21
2010,191225,19-Oct,7
2010,191225,20-29,150
2010,191225,30-39,137
2010,191225,40-49,206
2010,191225,50-59,156
2010,191225,60-69,11
2010,191227,Under 1,1662
2010,191227,9-Jan,1035
2010,191227,19-Oct,1415
2010,191227,20-29,3075
2010,191227,30-39,2828
2010,191227,40-49,3890
2010,191227,50-59,4881
2010,191227,60-69,2845
2010,191227,70-79,978
2010,191227,80+,642
2010,191228,Under 1,1607
2010,191228,9-Jan,1195
2010,191228,19-Oct,2426
2010,191228,20-29,4625
2010,191228,30-39,4793
2010,191228,40-49,6664
2010,191228,50-59,7472
2010,191228,60-69,4327
2010,191228,70-79,1243
2010,191228,80+,770
2010,191231,Under 1,951
2010,191231,9-Jan,148
2010,191231,19-Oct,372
2010,191231,20-29,1719
2010,191231,30-39,1986
2010,191231,40-49,2700
2010,191231,50-59,3292
2010,191231,60-69,2009
2010,191231,70-79,646
2010,191231,80+,447
2010,191306,9-Jan,15
2010,191306,19-Oct,103
2010,191306,20-29,384
2010,191306,30-39,474
2010,191306,40-49,883
2010,191306,50-59,1089
2010,191306,60-69,742
2010,191306,70-79,204
2010,191306,80+,104
2010,191450,Under 1,1546
2010,191450,9-Jan,101
2010,191450,19-Oct,297
2010,191450,20-29,867
2010,191450,30-39,1255
2010,191450,40-49,881
2010,191450,50-59,1353
2010,191450,60-69,2073
2010,191450,70-79,2317
2010,191450,80+,3013
2010,194010,19-Oct,13
2010,194010,20-29,250
2010,194010,30-39,321
2010,194010,40-49,451
2010,194010,50-59,277
2010,194010,60-69,38
2010,194010,70-79,3
2010,194219,19-Oct,101
2010,194219,20-29,711
2010,194219,30-39,701
2010,194219,40-49,1325
2010,194219,50-59,2126
2010,194219,60-69,2317
2010,194219,70-79,1604
2010,194219,80+,718
2010,194967,19-Oct,75
2010,194981,19-Oct,6
2010,194981,20-29,38
2010,194981,30-39,23
2010,194981,40-49,24
2010,194981,50-59,14
2010,194981,60-69,8
2010,196035,Under 1,2798
2010,196035,9-Jan,10
2010,196035,19-Oct,352
2010,196035,20-29,1595
2010,196035,30-39,2241
2010,196035,40-49,1629
2010,196035,50-59,1951
2010,196035,60-69,2653
2010,196035,70-79,2642
2010,196035,80+,2108
2010,196035,Unknown,1
2010,196168,Under 1,7502
2010,196168,9-Jan,3375
2010,196168,19-Oct,2896
2010,196168,20-29,3092
2010,196168,30-39,2348
2010,196168,40-49,307
2010,196168,50-59,20
2010,196168,60-69,7
2010,196168,70-79,1
2010,196168,Unknown,2
2010,196403,Under 1,3812
2010,196403,9-Jan,646
2010,196403,19-Oct,1056
2010,196403,20-29,2380
2010,196403,30-39,2800
2010,196403,40-49,1985
2010,196403,50-59,2668
2010,196403,60-69,3258
2010,196403,70-79,2869
2010,196403,80+,2434
2010,196403,Unknown,2
2010,196404,50-59,2
2010,196404,60-69,16
2010,196404,70-79,58
2010,196404,80+,297
2010,201281,Under 1,1795
2010,201281,19-Oct,356
2010,201281,20-29,1279
2010,201281,30-39,823
2010,201281,40-49,597
2010,201281,50-59,604
2010,201281,60-69,525
2010,201281,70-79,582
2010,201281,80+,663
2010,204019,Under 1,4645
2010,204019,9-Jan,5601
2010,204019,19-Oct,3144
2010,204019,20-29,74
2010,204019,30-39,1
2010,210992,9-Jan,2
2010,210992,19-Oct,59
2010,210992,20-29,100
2010,210992,30-39,166
2010,210992,40-49,434
2010,210992,50-59,841
2010,210992,60-69,1222
2010,210992,70-79,1309
2010,210992,80+,1788
2010,210993,19-Oct,2
2010,210993,20-29,14
2010,210993,30-39,29
2010,210993,40-49,54
2010,210993,50-59,75
2010,210993,60-69,134
2010,210993,70-79,91
2010,210993,80+,90
2010,211006,Under 1,1551
2010,211006,9-Jan,178
2010,211006,19-Oct,243
2010,211006,20-29,953
2010,211006,30-39,1233
2010,211006,40-49,853
2010,211006,50-59,1184
2010,211006,60-69,1440
2010,211006,70-79,1168
2010,211006,80+,2282
2010,214034,9-Jan,1
2010,214034,19-Oct,16
2010,214034,20-29,63
2010,214034,30-39,68
2010,214034,40-49,151
2010,214034,50-59,258
2010,214034,60-69,296
2010,214034,70-79,326
2010,214034,80+,510
2010,220733,19-Oct,2
2010,220733,20-29,5
2010,220733,30-39,6
2010,220733,40-49,17
2010,220733,50-59,29
2010,220733,60-69,40
2010,220733,70-79,58
2010,220733,80+,118
2010,230949,Under 1,1
2010,230949,9-Jan,17
2010,230949,19-Oct,45
2010,230949,20-29,90
2010,230949,30-39,94
2010,230949,40-49,133
2010,230949,50-59,248
2010,230949,60-69,299
2010,230949,70-79,229
2010,230949,80+,246
2010,231013,Under 1,173
2010,231013,9-Jan,12
2010,231013,19-Oct,33
2010,231013,20-29,127
2010,231013,30-39,106
2010,231013,40-49,79
2010,231013,50-59,142
2010,231013,60-69,237
2010,231013,70-79,199
2010,231013,80+,380
2010,231396,Under 1,877
2010,231396,9-Jan,59
2010,231396,19-Oct,182
2010,231396,20-29,690
2010,231396,30-39,403
2010,231396,40-49,324
2010,231396,50-59,472
2010,231396,60-69,563
2010,231396,70-79,479
2010,231396,80+,658
2010,240924,Under 1,771
2010,240924,9-Jan,61
2010,240924,19-Oct,134
2010,240924,20-29,464
2010,240924,30-39,264
2010,240924,40-49,101
2010,240924,50-59,97
2010,240924,60-69,94
2010,240924,70-79,116
2010,240924,80+,211
2010,240942,Under 1,2834
2010,240942,9-Jan,190
2010,240942,19-Oct,576
2010,240942,20-29,2184
2010,240942,30-39,1351
2010,240942,40-49,1114
2010,240942,50-59,1413
2010,240942,60-69,1451
2010,240942,70-79,1503
2010,240942,80+,1676
2010,244027,19-Oct,31
2010,244027,20-29,145
2010,244027,30-39,134
2010,244027,40-49,140
2010,244027,50-59,96
2010,244027,60-69,21
2010,244027,70-79,3
2010,244027,80+,3
2010,250955,20-29,1
2010,250955,50-59,3
2010,250955,60-69,4
2010,250955,70-79,8
2010,250955,80+,19
2010,250956,Under 1,6
2010,250956,9-Jan,9
2010,250956,19-Oct,4
2010,250956,20-29,3
2010,250956,30-39,9
2010,250956,40-49,17
2010,250956,50-59,41
2010,250956,60-69,39
2010,250956,70-79,58
2010,250956,80+,94
2010,260011,Under 1,127
2010,260011,9-Jan,32
2010,260011,19-Oct,29
2010,260011,20-29,104
2010,260011,30-39,87
2010,260011,40-49,66
2010,260011,50-59,92
2010,260011,60-69,85
2010,260011,70-79,56
2010,260011,80+,28
2010,270744,Under 1,1398
2010,270744,9-Jan,224
2010,270744,19-Oct,246
2010,270744,20-29,1105
2010,270744,30-39,1235
2010,270744,40-49,1076
2010,270744,50-59,1501
2010,270744,60-69,1532
2010,270744,70-79,1709
2010,270744,80+,2507
2010,270777,Under 1,654
2010,270777,9-Jan,85
2010,270777,19-Oct,143
2010,270777,20-29,441
2010,270777,30-39,265
2010,270777,40-49,148
2010,270777,50-59,169
2010,270777,60-69,88
2010,270777,70-79,141
2010,270777,80+,210
2010,270875,Under 1,2078
2010,270875,9-Jan,349
2010,270875,19-Oct,460
2010,270875,20-29,1427
2010,270875,30-39,1173
2010,270875,40-49,924
2010,270875,50-59,1291
2010,270875,60-69,1491
2010,270875,70-79,1504
2010,270875,80+,1816
2010,274043,Under 1,2925
2010,274043,9-Jan,289
2010,274043,19-Oct,608
2010,274043,20-29,2075
2010,274043,30-39,1287
2010,274043,40-49,799
2010,274043,50-59,804
2010,274043,60-69,573
2010,274043,70-79,364
2010,274043,80+,277
2010,281047,Under 1,944
2010,281047,9-Jan,97
2010,281047,19-Oct,156
2010,281047,20-29,761
2010,281047,30-39,727
2010,281047,40-49,716
2010,281047,50-59,1160
2010,281047,60-69,1217
2010,281047,70-79,1277
2010,281047,80+,1817
2010,281078,Under 1,255
2010,281078,19-Oct,89
2010,281078,20-29,505
2010,281078,30-39,486
2010,281078,40-49,679
2010,281078,50-59,910
2010,281078,60-69,1151
2010,281078,70-79,945
2010,281078,80+,840
2010,291023,Under 1,515
2010,291023,9-Jan,68
2010,291023,19-Oct,127
2010,291023,20-29,390
2010,291023,30-39,368
2010,291023,40-49,407
2010,291023,50-59,703
2010,291023,60-69,918
2010,291023,70-79,968
2010,291023,80+,1676
2010,291053,Under 1,410
2010,291053,9-Jan,44
2010,291053,19-Oct,92
2010,291053,20-29,301
2010,291053,30-39,309
2010,291053,40-49,192
2010,291053,50-59,276
2010,291053,60-69,273
2010,291053,70-79,202
2010,291053,80+,155
2010,300032,Under 1,3610
2010,300032,9-Jan,5169
2010,300032,19-Oct,2868
2010,300032,20-29,66
2010,300225,Under 1,1611
2010,300225,19-Oct,140
2010,300225,20-29,1125
2010,300225,30-39,1548
2010,300225,40-49,1486
2010,300225,50-59,1586
2010,300225,60-69,1782
2010,300225,70-79,2027
2010,300225,80+,2499
2010,301097,19-Oct,8
2010,301097,20-29,31
2010,301097,30-39,46
2010,301097,40-49,69
2010,301097,50-59,61
2010,301097,60-69,53
2010,301097,70-79,63
2010,301097,80+,55
2010,301098,Under 1,1752
2010,301098,19-Oct,321
2010,301098,20-29,1313
2010,301098,30-39,1308
2010,301098,40-49,1291
2010,301098,50-59,1809
2010,301098,60-69,1929
2010,301098,70-79,2245
2010,301098,80+,2543
2010,301127,19-Oct,1
2010,301127,20-29,14
2010,301127,30-39,10
2010,301127,40-49,28
2010,301127,50-59,72
2010,301127,60-69,134
2010,301127,70-79,180
2010,301127,80+,302
2010,301132,Under 1,4700
2010,301132,9-Jan,494
2010,301132,19-Oct,783
2010,301132,20-29,2642
2010,301132,30-39,3495
2010,301132,40-49,2151
2010,301132,50-59,2948
2010,301132,60-69,3530
2010,301132,70-79,3374
2010,301132,80+,3302
2010,301140,19-Oct,152
2010,301140,20-29,124
2010,301140,30-39,169
2010,301140,40-49,338
2010,301140,50-59,387
2010,301140,60-69,332
2010,301140,70-79,258
2010,301140,80+,353
2010,301155,19-Oct,974
2010,301155,20-29,629
2010,301155,30-39,580
2010,301155,40-49,755
2010,301155,50-59,566
2010,301155,60-69,188
2010,301155,70-79,25
2010,301155,80+,12
2010,301175,Under 1,3771
2010,301175,9-Jan,865
2010,301175,19-Oct,707
2010,301175,20-29,2001
2010,301175,30-39,2173
2010,301175,40-49,1750
2010,301175,50-59,2093
2010,301175,60-69,2259
2010,301175,70-79,2379
2010,301175,80+,2229
2010,301188,Under 1,2225
2010,301188,19-Oct,414
2010,301188,20-29,2012
2010,301188,30-39,1584
2010,301188,40-49,1275
2010,301188,50-59,1060
2010,301188,60-69,559
2010,301188,70-79,368
2010,301188,80+,318
2010,301205,Under 1,5627
2010,301205,19-Oct,295
2010,301205,20-29,2766
2010,301205,30-39,5032
2010,301205,40-49,3039
2010,301205,50-59,3543
2010,301205,60-69,4318
2010,301205,70-79,4373
2010,301205,80+,5071
2010,301209,19-Oct,30
2010,301209,20-29,194
2010,301209,30-39,322
2010,301209,40-49,545
2010,301209,50-59,676
2010,301209,60-69,539
2010,301209,70-79,603
2010,301209,80+,794
2010,301234,Under 1,261
2010,301234,19-Oct,61
2010,301234,20-29,266
2010,301234,30-39,369
2010,301234,40-49,487
2010,301234,50-59,582
2010,301234,60-69,674
2010,301234,70-79,695
2010,301234,80+,1010
2010,301248,Under 1,1664
2010,301248,19-Oct,183
2010,301248,20-29,1038
2010,301248,30-39,1127
2010,301248,40-49,739
2010,301248,50-59,981
2010,301248,60-69,1200
2010,301248,70-79,1561
2010,301248,80+,2569
2010,301258,Under 1,1688
2010,301258,9-Jan,1
2010,301258,19-Oct,267
2010,301258,20-29,1139
2010,301258,30-39,851
2010,301258,40-49,539
2010,301258,50-59,475
2010,301258,60-69,416
2010,301258,70-79,431
2010,301258,80+,553
2010,301262,Under 1,3223
2010,301262,19-Oct,352
2010,301262,20-29,2339
2010,301262,30-39,2510
2010,301262,40-49,2205
2010,301262,50-59,2503
2010,301262,60-69,2794
2010,301262,70-79,2594
2010,301262,80+,3457
2010,301279,Under 1,1259
2010,301279,9-Jan,191
2010,301279,19-Oct,1126
2010,301279,20-29,2279
2010,301279,30-39,2031
2010,301279,40-49,2359
2010,301279,50-59,2637
2010,301279,60-69,2168
2010,301279,70-79,1655
2010,301279,80+,1125
2010,301283,Under 1,2225
2010,301283,9-Jan,9
2010,301283,19-Oct,346
2010,301283,20-29,1377
2010,301283,30-39,1107
2010,301283,40-49,605
2010,301283,50-59,607
2010,301283,60-69,642
2010,301283,70-79,799
2010,301283,80+,1146
2010,301297,9-Jan,2
2010,301297,19-Oct,64
2010,301297,20-29,172
2010,301297,30-39,218
2010,301297,40-49,451
2010,301297,50-59,635
2010,301297,60-69,743
2010,301297,70-79,852
2010,301297,80+,1139
2010,301304,19-Oct,2
2010,301304,20-29,6
2010,301304,30-39,35
2010,301304,40-49,63
2010,301304,50-59,175
2010,301304,60-69,156
2010,301304,70-79,194
2010,301304,80+,167
2010,301317,Under 1,2687
2010,301317,19-Oct,131
2010,301317,20-29,1244
2010,301317,30-39,2266
2010,301317,40-49,1335
2010,301317,50-59,1683
2010,301317,60-69,2017
2010,301317,70-79,2904
2010,301317,80+,5767
2010,301337,19-Oct,161
2010,301337,20-29,577
2010,301337,30-39,422
2010,301337,40-49,747
2010,301337,50-59,710
2010,301337,60-69,491
2010,301337,70-79,414
2010,301337,80+,634
2010,301340,Under 1,5050
2010,301340,19-Oct,708
2010,301340,20-29,3284
2010,301340,30-39,3219
2010,301340,40-49,2236
2010,301340,50-59,2554
2010,301340,60-69,2814
2010,301340,70-79,2758
2010,301340,80+,2625
2010,301342,Under 1,2218
2010,301342,9-Jan,51
2010,301342,19-Oct,281
2010,301342,20-29,1382
2010,301342,30-39,1809
2010,301342,40-49,1413
2010,301342,50-59,2104
2010,301342,60-69,2680
2010,301342,70-79,3165
2010,301342,80+,4146
2010,301357,Under 1,4
2010,301357,9-Jan,8
2010,301357,19-Oct,10
2010,301357,20-29,2
2010,301357,40-49,20
2010,301357,50-59,31
2010,301357,60-69,42
2010,301357,70-79,96
2010,301357,80+,155
2010,301379,19-Oct,61
2010,301379,20-29,242
2010,301379,30-39,374
2010,301379,40-49,771
2010,301379,50-59,1030
2010,301379,60-69,1075
2010,301379,70-79,1284
2010,301379,80+,1697
2010,301380,19-Oct,1
2010,301380,20-29,12
2010,301380,30-39,9
2010,301380,40-49,43
2010,301380,50-59,96
2010,301380,60-69,178
2010,301380,70-79,282
2010,301380,80+,364
2010,301566,Under 1,2602
2010,301566,9-Jan,113
2010,301566,19-Oct,551
2010,301566,20-29,1975
2010,301566,30-39,1486
2010,301566,40-49,1048
2010,301566,50-59,1093
2010,301566,60-69,854
2010,301566,70-79,795
2010,301566,80+,866
2010,304079,19-Oct,8
2010,304079,20-29,15
2010,304079,30-39,34
2010,304079,40-49,83
2010,304079,50-59,157
2010,304079,60-69,228
2010,304079,70-79,379
2010,304079,80+,367
2010,304113,Under 1,656
2010,304113,9-Jan,716
2010,304113,19-Oct,528
2010,304159,Under 1,9
2010,304159,9-Jan,26
2010,304159,19-Oct,36
2010,304159,20-29,3
2010,304426,19-Oct,8
2010,304426,20-29,22
2010,304426,30-39,14
2010,304426,40-49,23
2010,304426,50-59,18
2010,304426,60-69,2
2010,304460,19-Oct,1
2010,304460,20-29,3
2010,304460,30-39,5
2010,304460,40-49,38
2010,304460,50-59,70
2010,304460,60-69,114
2010,304460,70-79,78
2010,304460,80+,27
2010,310791,Under 1,397
2010,310791,9-Jan,10
2010,310791,19-Oct,102
2010,310791,20-29,351
2010,310791,30-39,303
2010,310791,40-49,361
2010,310791,50-59,486
2010,310791,60-69,682
2010,310791,70-79,791
2010,310791,80+,1010
2010,311000,Under 1,3063
2010,311000,9-Jan,180
2010,311000,19-Oct,456
2010,311000,20-29,2254
2010,311000,30-39,2143
2010,311000,40-49,1523
2010,311000,50-59,1944
2010,311000,60-69,2236
2010,311000,70-79,2434
2010,311000,80+,2953
2010,314029,19-Oct,34
2010,314029,20-29,259
2010,314029,30-39,171
2010,314029,40-49,172
2010,314029,50-59,106
2010,314029,60-69,25
2010,314029,70-79,5
2010,320859,19-Oct,7
2010,320859,20-29,10
2010,320859,30-39,29
2010,320859,40-49,51
2010,320859,50-59,96
2010,320859,60-69,86
2010,320859,70-79,88
2010,320859,80+,167
2010,320986,Under 1,92
2010,320986,9-Jan,5
2010,320986,19-Oct,21
2010,320986,20-29,61
2010,320986,30-39,50
2010,320986,40-49,44
2010,320986,50-59,64
2010,320986,60-69,71
2010,320986,70-79,62
2010,320986,80+,86
2010,321016,9-Jan,3
2010,321016,19-Oct,2
2010,321016,20-29,10
2010,321016,30-39,14
2010,321016,40-49,18
2010,321016,50-59,23
2010,321016,60-69,37
2010,321016,70-79,49
2010,321016,80+,98
2010,330120,19-Oct,20
2010,330120,20-29,158
2010,330120,30-39,176
2010,330120,40-49,244
2010,330120,50-59,213
2010,330120,60-69,117
2010,330120,70-79,33
2010,330120,80+,11
2010,331152,Under 1,1798
2010,331152,9-Jan,224
2010,331152,19-Oct,334
2010,331152,20-29,1296
2010,331152,30-39,1125
2010,331152,40-49,1109
2010,331152,50-59,1151
2010,331152,60-69,1297
2010,331152,70-79,1223
2010,331152,80+,1402
2010,331164,Under 1,3755
2010,331164,9-Jan,223
2010,331164,19-Oct,603
2010,331164,20-29,2515
2010,331164,30-39,1941
2010,331164,40-49,1441
2010,331164,50-59,2217
2010,331164,60-69,2557
2010,331164,70-79,2811
2010,331164,80+,2499
2010,331168,Under 1,41
2010,331168,9-Jan,163
2010,331168,19-Oct,175
2010,331168,20-29,416
2010,331168,30-39,658
2010,331168,40-49,1312
2010,331168,50-59,2068
2010,331168,60-69,3495
2010,331168,70-79,4904
2010,331168,80+,5473
2010,331194,Under 1,989
2010,331194,9-Jan,96
2010,331194,19-Oct,313
2010,331194,20-29,1100
2010,331194,30-39,800
2010,331194,40-49,948
2010,331194,50-59,1389
2010,331194,60-69,1766
2010,331194,70-79,2003
2010,331194,80+,2899
2010,331216,Under 1,3134
2010,331216,9-Jan,640
2010,331216,19-Oct,625
2010,331216,20-29,1838
2010,331216,30-39,1086
2010,331216,40-49,537
2010,331216,50-59,664
2010,331216,60-69,895
2010,331216,70-79,977
2010,331216,80+,810
2010,331226,19-Oct,35
2010,331226,20-29,150
2010,331226,30-39,181
2010,331226,40-49,234
2010,331226,50-59,201
2010,331226,60-69,82
2010,331226,70-79,16
2010,331226,80+,9
2010,331288,Under 1,193
2010,331288,9-Jan,32
2010,331288,19-Oct,88
2010,331288,20-29,260
2010,331288,30-39,158
2010,331288,40-49,205
2010,331288,50-59,226
2010,331288,60-69,223
2010,331288,70-79,177
2010,331288,80+,130
2010,331293,Under 1,2359
2010,331293,9-Jan,213
2010,331293,19-Oct,406
2010,331293,20-29,1518
2010,331293,30-39,1218
2010,331293,40-49,876
2010,331293,50-59,1074
2010,331293,60-69,1139
2010,331293,70-79,990
2010,331293,80+,972
2010,331312,Under 1,3790
2010,331312,9-Jan,274
2010,331312,19-Oct,752
2010,331312,20-29,2891
2010,331312,30-39,2119
